"avg_rating","movie_year","movie_cluster","movie_avgScore"
2.900383,2005,618,4.208
3.772636,2004,243,3.873
3.586207,2004,746,3.504
4.05814,1976,69,3.893
4.055556,2004,644,3.31
3.45,1995,394,3.484
3.785016,1998,580,3.527
4.122905,1998,58,4.167
4.613333,1998,989,3.887
3.733333,1987,580,3.971
3.675325,1998,393,4.192
3.505976,2004,133,2.91
3.567568,2003,798,3.739
3.62963,2001,542,3.678
4.431655,1972,742,3.776
4.110345,2002,957,3.553
2.811966,1999,710,3.793
3.247312,2003,68,3.072
4.09434,2003,281,3.947
3.178499,1980,869,4.034
2.764045,2003,483,4.25
3.984043,1950,716,4.005
3.815261,2003,172,3.932
3.068182,2005,710,3.598
3.226415,2004,499,3.518
3.3,2000,259,3.689
4.292969,1994,129,3.615
3.463918,1993,528,3.71
3.8125,2005,284,3.23
3.212766,2005,308,3.53
3.312955,1975,504,3.884
3.097826,2004,286,3.636
3.171756,1991,826,3.764
2.936842,2003,779,3.435
3.904762,2003,386,3.534
3.681818,1999,319,3.365
4.3125,2000,16,3.945
4.138298,2005,186,3.287
3.169811,1991,617,3.524
3.255814,1958,410,3.874
3.190476,2004,937,2.721
3.979798,2004,133,3.542
3.928571,2004,42,3.421
3.548387,2004,76,3.233
3.697674,2002,746,4.172
3.795053,2004,8,3.19
3.803922,2001,52,3.619
4.261745,1996,485,3.188
2.666667,1996,569,3.163
4.068182,2000,259,3.689
3.670455,1999,659,3.337
2.917808,2004,499,3.518
3.205993,2003,295,2.838
3.517857,2004,503,2.739
3.45,2005,603,3.43
3.503185,2004,146,3.693
3.772727,2004,629,3.257
3.803571,2005,210,4.076
4.714286,1983,200,4.461
4.540984,2002,27,3.823
4.736842,2004,832,4.145
3.865672,1992,634,4.011
3.777778,2003,963,3.452
3.457143,1992,160,3.389
3.583333,2003,52,3.971
2.461538,2004,279,3.601
3.238889,2004,608,3.435
3.706546,2004,8,3.195
3.526667,2004,115,3.026
3.47479,2005,710,3.598
3.515385,2001,781,3.288
3.679045,2005,308,3.53
3.47076,2002,421,3.03
3.75,2002,356,4.123
4.045455,2004,608,3.435
3,2001,638,3.229
3.25,2005,425,2.657
3.178344,2004,992,3.809
3.394737,2003,365,3.694
4.121212,1953,355,3.77
4.220183,2005,603,3.43
4.128205,1996,39,3.757
3.530612,2005,404,3.881
4.188161,2003,162,3.933
3.318182,2004,5,3.748
3.782934,2004,473,3.523
3.921756,2005,841,4.306
3.445714,2005,428,3.8
3.984375,2002,344,3.8
3.772727,1997,720,3.167
3.430769,1975,390,2.811
3.705882,2005,250,3.558
3.670513,2005,650,3.455
3.615385,2000,409,3.425
3.527273,2002,706,3.017
3.16,2003,284,3.512
3.858491,2004,329,4.534
4.094697,1992,86,3.77
3.875,2004,377,3.374
3.439873,1979,280,3.803
3.86875,1990,507,3.892
4.487179,2001,417,3.184
3.675,2003,632,3.311
3.731343,2004,832,4.145
4.117117,2002,801,3.335
3.292929,1998,225,3.86
3.866667,1999,363,3.643
3.607201,2004,448,2.068
3.415094,2004,152,3.91
3.82241,2005,404,3.881
4.454545,2004,329,4.534
4.52381,2000,100,3.475
3.406404,2001,620,3.534
3.566667,2003,29,3.762
3.814815,2002,641,2.898
4.032258,1962,901,4.086
3.521739,1938,84,4.058
3.601648,2005,210,4.076
3.010563,2004,532,2.981
3.34,1997,201,4.062
4.173077,1931,444,3.356
4.052632,2004,144,3.859
3.481481,1995,564,3.505
3.558824,2000,409,3.425
3.39726,1959,212,4.158
3.786517,1993,38,3.759
4.081395,1995,98,3.315
3.696442,1991,147,3.12
4.666667,2005,11,3.248
3.800712,1972,320,3.279
3.710526,1997,176,3.646
4.456731,1981,368,3.243
3.505319,1999,511,3.364
3.939241,2004,631,3.616
3.8,2004,327,3.352
3.379913,2005,424,4.237
3.96748,2004,222,3.243
3.731183,2004,434,3.471
3.926471,2000,597,2.855
3.792531,2001,13,4.717
4.945205,2002,500,3.941
3.16092,1999,552,4.307
4.36,2001,432,3.143
3.740741,1993,609,2.175
3.201613,1991,598,3.483
3.64,2003,786,3.256
3.66855,2005,368,2.983
2.973807,2005,603,3.43
3.75,1999,132,3.701
3.843137,2005,61,3.732
3.666667,2001,58,4.289
4.526316,2004,243,3.873
4.478261,1987,580,3.971
4.117647,1999,444,3.608
4.189189,1999,118,4.03
3.260664,1960,919,3.086
4.28,1987,554,3.799
3.785714,1998,291,3.451
3.71831,2004,84,3.027
3.5,2004,105,4.468
3.333333,2005,841,4.306
4.052632,1931,328,3.994
3.592233,2004,337,3.874
3.597222,1957,486,3.91
3.589744,2004,539,3.593
3.11398,2005,44,3.724
2.956522,2003,281,3.947
4.819672,2005,3,4.071
4.287879,1998,374,3.731
3.898305,2001,586,3.398
3.969231,2003,38,3.083
3.4625,2003,632,3.311
4.636364,2004,133,2.91
3.533333,2004,242,3.584
2.567568,2005,863,3.825
4.152047,2003,331,3.44
3.148148,1963,439,3.886
3.304636,1990,661,3.478
3.111111,2004,262,2.943
2.969512,2004,701,3.864
3.83871,2004,659,2.925
3.5,2005,62,4.014
4.084355,1982,150,3.917
3.769231,2001,351,3.452
3.752708,2005,284,3.23
3.789474,2005,308,3.53
4.075472,2003,234,3.545
4.584071,2002,706,3.017
3.445006,2005,710,3.598
3.294521,1980,134,3.193
3.519126,2005,309,3.763
3.691176,2005,22,3.406
2.995668,2004,618,4.339
4.625,1992,580,3.814
3.742331,2004,353,2.798
3.181818,2001,417,3.184
3.985034,1982,619,3.551
3.227273,2004,627,3.176
3.424242,2005,259,3.677
4.35,2001,246,4.035
3.677419,1999,565,3.31
3.533333,2004,119,3.352
3.217949,2002,276,2.85
3.830769,2005,44,3.724
3.3125,2003,447,3.537
4.04,2004,448,3.994
4.26045,2002,428,3.673
3.548387,2005,421,3.94
3.657143,1999,112,3.574
3.440878,2001,13,4.717
3.833333,1992,160,4.004
3.745455,1993,455,3.901
3.126394,1995,564,3.505
3.119318,2001,781,3.288
3.064516,1991,826,3.998
3.424051,2003,416,3.556
4.097345,1954,581,4.018
3.333333,2004,555,3.558
3.634921,2002,452,4.096
4.259928,1998,376,3.83
3.040816,2004,937,2.721
3.893688,2004,608,3.435
3.69186,2004,133,2.926
3.344538,2004,746,3.765
3.6875,1932,15,3.912
3.384615,2003,511,3.48
3.544304,2004,608,3.435
2.324138,1964,179,3.016
4.169355,2005,603,3.43
3.555556,2001,336,3.434
4.483544,1998,201,3.841
3.85034,1979,223,3.84
3.479167,2001,699,2.965
3.689655,1994,690,3.226
3.372093,1964,246,4.117
4.46875,1984,25,3.825
3.589286,2000,172,3.891
3.627063,2004,836,2.862
3.800797,2004,636,3.364
3.252137,2002,697,3.363
3.75,2005,419,3.66
3.68,2004,69,3.363
3.645299,2005,62,4.014
3.739726,2005,106,3.513
3.722892,1984,196,3.346
3.106607,1987,651,3.702
3.593145,1999,629,3.376
3.76,2004,133,3.542
3.597938,2004,579,2.696
4.075472,2004,350,3.751
2.762712,2002,329,4.03
2.851064,2005,710,3.598
3.292181,1942,767,3.796
3.681818,2002,268,3.187
4.933333,1984,200,3.603
3.375706,2002,736,3.292
4.037433,2005,743,2.888
1.92,2002,255,3.453
3.773333,2005,554,3.226
3.949153,2000,409,3.425
4.257732,2004,560,3.563
3.470588,2004,746,3.765
3.702381,1964,246,4.117
3.05,1959,50,4.069
3.8,1998,44,3.247
4.266667,1975,490,3.886
3.412698,1987,254,3.982
3.411765,2000,100,3.475
4.319797,1997,819,4.081
3.581081,1995,386,3.716
3.394958,1999,393,3.963
3.909871,2004,386,3.585
1.693878,2005,3,4.071
2.508475,2005,758,3.524
4.052632,2005,137,3.668
3.454545,2001,801,3.006
3.827586,2003,450,3.309
3.84,1986,108,4.173
3.592262,1995,668,3.338
3.538874,2001,870,3.071
3.757143,2005,250,3.558
3.258065,2004,417,3.077
4.411765,2001,89,4.449
3.944444,2004,992,3.809
3.659574,1987,281,3.845
3.243781,2003,511,3.48
3.555769,2005,710,3.598
3,2000,409,3.425
3.508621,1987,911,3.862
3.588843,2004,273,3.387
3.653974,2004,746,3.504
2.751852,2002,986,3.475
3.030956,1996,355,4.124
3.517241,2003,738,4.095
3.9375,2003,82,3.137
3.857143,1989,432,3.037
3.307692,2000,343,3.429
3.692308,2005,476,3.863
3.507246,1995,96,4.352
3.142857,2004,391,3.696
3.089317,2001,124,4.17
3.892857,1997,285,3.688
4.226478,2005,541,3.195
4.857143,1990,291,3.361
3.833333,2000,720,3.813
3.903448,2001,65,3.401
3.103801,1984,202,3.3
3.637795,1991,353,3.736
4.444444,2002,706,3.017
3.615591,2005,62,4.014
2.929412,2001,856,2.917
4.711538,2004,285,3.609
3.510417,1984,25,3.825
3.927007,1981,208,3.726
3.130137,2004,292,3.496
4.471154,1997,328,3.75
4.481928,2004,786,3.681
4.079518,2001,528,3.125
3.461538,1995,75,2.853
3.685714,2004,701,3.864
3.733333,2005,44,3.724
4.243243,1999,294,3.065
3.727273,2004,337,3.874
3.485961,2005,522,3.137
3.393939,2000,59,3.848
3.306122,2000,409,3.425
3.331811,2000,474,3.623
3.876289,2004,508,3.436
4.141304,1994,639,3.859
3.978261,1959,212,4.158
3.709677,1981,68,3.746
2.456621,1999,33,3.388
3.333333,2004,631,3.616
3.733871,1996,271,3.312
3.225564,2003,284,3.512
3.602606,2000,308,3.787
4.039216,1999,107,3.629
3.282983,2004,124,4.067
3.454545,1995,161,4.232
3.2,1998,646,3.701
4.034056,2005,308,3.53
3.49635,2002,233,3.631
3.401015,2004,401,3.514
3.466321,1997,25,3.09
4.263158,1990,209,3.905
3.833333,2001,434,3.861
3.572438,1961,65,3.924
3.510791,2004,71,3.254
4.064935,1988,255,3.569
4.104545,1957,303,4.165
4.240741,1998,281,3.75
3.513514,2002,981,3.151
3.060606,2003,427,2.907
3.011848,1999,59,3.371
4.860465,2005,230,3.569
3.646465,2005,659,3.473
3.56,2004,401,3.514
3.693407,1988,260,3.38
3.857143,1999,319,3.365
2.712329,1994,786,3.705
3.826667,2002,165,3.789
3.25,2004,659,2.925
3.96,1969,953,4.121
3.170136,2004,896,3.391
2.176471,1998,425,3.953
3.767016,2002,138,3.08
4.097297,1975,490,3.886
3.06383,1998,326,3.745
3.825758,1997,299,4.033
3.588235,2005,284,3.23
3.314115,1929,387,3.686
3.987654,2001,351,3.452
3.29511,2001,706,3.185
3.613971,2003,195,3.37
3.183206,1992,117,3.623
4.092593,1994,543,3.681
3.076923,2000,259,3.689
4.082333,1987,811,3.852
3.934911,1994,317,4.593
4.519231,2004,115,3.026
2.958333,1989,596,3.819
2.771429,2004,342,3.405
3.636364,1997,201,3.46
3.262295,2002,526,3.145
3.534247,2004,521,4.186
3.69697,2004,508,3.436
4.792793,2005,11,3.248
3.666667,2004,776,4.165
4.078947,1983,563,3.771
3.685259,1986,846,3.493
4.022727,2004,631,3.616
3.914286,2005,250,3.558
3.8,2001,351,3.452
3.359375,2005,44,3.724
3.753859,1997,165,3.352
4.017073,2003,416,3.556
3.73913,1961,653,3.721
3.765217,1961,549,4.032
3.456044,1994,584,3.764
3.962264,2004,88,3.58
4.091324,2000,320,3.67
3.243075,2005,385,3.966
2.724138,2000,409,3.425
4.470588,2005,61,3.732
3.04,2005,307,3.443
4.069519,2005,308,3.53
3.65098,2004,521,4.186
4,2004,113,2.602
4.396396,1993,201,3.86
3.672026,1989,432,3.907
2.204082,1994,619,4.195
3.921348,2005,27,3.862
3.740741,2000,409,3.425
4.032258,1995,600,3.676
3.414966,2004,417,3.077
3.853372,2005,220,2.992
4.428571,1974,100,4.075
3.477064,1934,241,4.006
4.550725,2002,101,4.121
3.377551,2003,825,3.571
4.15625,1998,203,3.728
3.6096,2004,133,3.542
4.172414,1999,26,4.426
3.772414,1990,621,3.66
3.672,1999,439,3.259
4.012461,2000,12,3.563
3.628788,2004,554,3.551
4.101695,1999,107,3.629
4.217391,1987,580,3.971
3.792487,1991,370,3.74
2.909091,2001,417,3.184
3.517361,2005,522,3.137
3.497006,2004,72,3.174
3.066667,2002,522,3.364
3.934426,2003,406,3.915
3.50783,1991,135,4.405
3.714286,2000,255,3.234
3.574257,2002,883,4.482
3.714286,2005,210,4.076
3.78125,2004,631,3.616
4.298039,2003,17,3.974
4.28125,2005,210,4.076
3.642857,2005,841,4.306
3.561983,2005,22,3.406
4,2004,350,3.751
3.759259,2004,627,3.176
2.891473,1987,222,3.685
3.865385,1980,350,3.226
3.913462,2003,365,3.694
3.819061,1999,643,3.3
3.811594,2002,114,3.521
3.9,1948,889,3.703
3.772727,2002,706,3.017
3.593548,1999,26,4.426
4.425926,1994,135,4.581
3.231183,2002,332,3.781
3.130068,2002,180,4.128
4.152074,2000,259,3.689
4.081633,2004,92,4.19
3.333333,2005,271,2.911
4,1995,139,3.459
3.55036,2003,29,3.762
3.189167,2002,526,3.145
3.586433,1995,129,3.942
3.397959,1992,160,4.004
2.775701,1982,92,3.958
3.487455,1955,49,4.057
3.380952,2003,689,3.505
3.807692,1997,299,3.331
3.423077,2004,146,3.693
3.595506,2004,858,4.304
2.757576,2001,89,4.449
3.849315,2004,608,3.435
3.230769,1988,466,4.125
4.081395,2001,527,3.223
4.166667,2004,242,3.584
3.75,2003,480,4.154
3.166667,1998,646,3.701
3.646154,2004,480,4.01
3.951037,1995,448,3.086
2.817296,1988,194,3.407
2.885714,1956,965,3.353
3.833333,2004,757,3.299
3.704248,2005,834,3.745
3.994671,2002,935,3.539
3.134454,1995,178,3.429
3.064516,2004,967,3.875
3.964602,2005,368,2.983
3.227882,2005,316,3.622
3.325581,1969,267,3.896
4.23913,1999,692,3.534
4,1987,723,3.633
3.340426,2001,173,4.219
3.885714,2000,16,3.945
2.821192,2005,76,3.253
4.661765,2003,17,3.703
4,2003,675,3.044
4.275956,1985,659,3.709
4.45283,2004,152,3.91
2.988636,2005,841,4.306
3.869565,2004,133,3.542
3.674419,2001,241,4.088
3.953642,2004,350,3.751
4.652174,2001,148,4.435
3.875,2004,152,3.91
3.909091,1994,408,3.543
1.92,2002,777,3.785
3.162791,2001,353,3.658
3.373206,1971,367,3.69
3.712121,1992,160,4.004
4.52,1992,743,3.644
3.209677,1997,68,3.935
3.5,2004,417,3.077
4.154098,2000,403,3.636
3.178178,2004,666,4.639
3.533019,2000,258,3.71
3.643836,1990,507,3.892
4.303797,2005,28,2.849
3.095238,1998,326,3.844
4.461059,1988,466,4.125
3.496933,2003,90,3.517
4.069343,2004,420,2.869
3.367403,1991,296,3.392
3.921739,1992,717,4.019
3.813665,2001,286,3.272
4.108333,2003,148,4.545
3.114483,2003,851,3.512
4.043478,2004,444,3.284
3.533792,2004,746,3.765
4.65,1992,102,3.695
3.625,2004,177,3.567
4.590909,1964,657,3.208
4.148837,2005,615,3.292
3.1875,2004,493,3.492
3.625,2004,263,3.154
3.551724,1993,38,3.759
3.666667,2002,169,3.233
4.1875,2002,448,3.973
4.60828,2004,724,3.585
4.377778,1998,130,3.137
3.788991,1968,703,3.603
3.618182,1998,376,3.83
3.587302,1999,234,4.142
4.2,2004,480,4.01
3.875,2005,834,3.745
3.320872,2005,841,4.306
4.126374,2004,20,4.303
3.5,1987,521,3.969
3.628571,2002,255,3.453
3.691943,2005,250,3.558
4.071429,1989,478,3.641
3.6875,2004,456,3.728
4.532258,2001,58,4.289
3.885965,2004,308,3.992
3.45,2002,567,3.787
3.363636,2003,7,2.689
4,2005,618,4.208
4.024476,1999,639,4.26
3.8,2004,284,2.943
3.333333,2004,967,3.875
2.54902,1995,573,2.793
3.719298,1985,267,3.728
4.272727,2000,717,3.959
4.033333,2000,720,3.813
3.437229,2005,42,2.212
3.258993,2000,494,2.879
3.953704,1966,126,3.731
3.787879,2001,148,4.304
3.407407,1989,619,3.36
3.114286,2004,332,3.224
3.988889,1995,209,4.294
3.142857,1984,135,4.146
4.848485,2000,409,3.425
3.899351,1998,123,3.559
4.492063,1999,554,3.69
3.622951,2003,632,3.311
3.896739,1972,786,2.917
4.519337,2004,451,3.363
3.556098,2005,106,3.513
3.341185,1988,72,3.581
3.77551,1972,133,4.504
3.004108,2005,44,3.724
3.857143,1978,563,4.061
3.860465,2001,66,3.046
4.571429,2005,62,4.014
3.48847,2005,3,4.071
3.16129,2004,279,3.601
3.167742,2005,863,3.825
3.438596,2004,375,3.131
3.08,2002,329,4.467
3.449735,2004,417,3.077
4.111111,1998,291,3.451
3.05,1993,38,3.759
4.222222,2005,250,3.558
3.778243,1973,3,3.912
4.187567,2002,601,4.27
4.19726,1997,801,3.786
3.179487,2004,992,3.809
3.584615,2004,138,3.1
3.333333,1990,584,3.944
3.525526,2004,401,3.514
3,2005,719,3.002
3.030797,2000,942,3.006
4.329114,1980,420,3.498
3.385417,2005,3,4.071
3.295567,2004,579,2.696
3.324324,2003,389,3.52
3.835443,1999,107,3.629
4,1986,339,3.759
3.194805,2001,624,2.652
4.546218,1999,233,3.951
3.466368,2004,178,3.479
4.256579,2004,234,3.675
3.5,2004,132,4.194
3.846591,1961,65,3.924
3.25,2000,554,3.361
4,2004,133,2.91
3.652015,2003,521,3.742
3.93865,1998,306,3.72
3.276712,2003,595,4.214
3.704762,1996,343,3.748
3.037736,2004,450,3.695
4.172414,1981,368,3.243
3.2,2004,757,3.299
4.045455,2004,631,3.616
3.567686,1981,68,3.746
2.953488,2004,746,3.765
4.181818,1997,343,3.617
3.914286,2002,531,3.727
3.735294,1999,326,3.298
3.521008,2003,48,3.088
3.333333,2004,428,3.716
4.315789,2004,776,4.165
4.583333,1993,813,4.019
4.333333,1967,82,3.67
3.571429,2004,401,3.514
3.944444,2005,62,4.014
3.718204,1997,897,3.753
3.192478,2003,427,2.907
3.368286,1984,718,3.764
3.909091,2005,44,3.724
3.166667,2003,128,2.959
4.902439,2000,91,3.683
3.683871,2004,439,3.631
3.636646,1971,888,4.074
3.44898,2004,480,4.01
3.744361,1999,141,3.309
4.666667,1989,948,2.336
3.305085,2000,610,3.734
3.958333,2004,350,3.751
3.791667,2004,342,3.405
4.090909,2003,632,3.311
4.231579,2005,27,3.862
3.174897,1984,63,3.775
3.908451,2005,385,3.966
3.706897,2002,756,3.079
3,2001,352,3.768
3.352941,2000,258,3.71
4.113514,2004,629,3.257
4.125,2001,283,3.927
3.546875,1993,647,3.742
4.030303,2005,62,4.014
3.432432,2002,974,3.515
3.135922,2004,161,3.726
3.229187,2003,129,4.191
4.2617,1998,272,3.461
4.598485,1996,266,2.883
3.831776,1994,355,4.11
4.146067,2004,701,3.864
3.882353,2005,250,3.558
4.12069,1983,563,3.771
3.730719,2004,353,2.798
3.704655,1987,840,3.514
3.236842,1976,364,3.274
3.761905,1976,735,3.69
3.233333,1992,694,3.557
4.666667,1999,41,3.873
3.822222,2002,148,4.461
1.80198,1993,600,3.862
3.241814,2001,938,2.655
4.233333,1992,580,3.814
3.646341,2003,50,4.41
4.441176,2002,77,3.542
4.072464,1983,499,4.109
3.226804,2004,76,3.746
3.458955,1992,496,3.276
4.5,1993,161,3.682
3.384615,2004,434,3.471
3.279412,1989,872,3.16
4.339552,2005,307,3.443
2.769231,1991,486,3.794
4.142857,2001,680,4.059
3.355571,1990,88,2.508
3.686207,2004,521,4.186
3.913043,2003,851,3.512
3.46603,1998,299,3.545
3.714076,2004,730,3.363
4.235294,2004,434,3.471
4.424242,1987,580,3.971
4,2004,864,3.602
3.21978,2000,141,3.015
3.288462,2004,152,4.092
3.243243,1998,425,3.953
3.705263,1976,153,3.697
2.578125,2003,675,3.652
3.293814,2003,422,3.78
3.575342,1994,791,4.094
3,2005,863,3.825
3.705882,2001,351,3.452
3.978022,1996,138,3.729
4.195313,1996,995,3.155
2.953488,1989,214,3.858
3.797735,1995,394,3.484
3.388889,2005,22,3.406
2.76378,2005,309,3.763
3.5,2004,659,2.925
3.726908,2003,357,3.546
3.206349,2003,235,3.075
3.78626,2003,249,3.406
3.966387,2005,710,3.598
4.103004,2004,76,3.233
3.647619,2005,368,2.983
3.713781,1980,445,3.487
4.190476,1991,327,3.525
3.348315,2005,603,3.43
3.575049,2003,29,3.762
4.533333,2004,5,3.748
3.272727,2005,308,3.53
3.241379,2001,729,3.406
2.642248,2001,886,4.527
3.375,2003,281,3.947
3.54,1990,491,3.649
3.514286,2004,608,3.435
4.492308,2004,473,3.523
3.53913,2004,80,3.343
4.388889,2003,823,3.374
3.744186,2004,152,3.91
3.338983,2005,710,3.598
2.794521,1964,246,4.117
4.025641,1991,505,3.436
3.814085,1998,299,4.295
2.722222,2004,521,4.186
4.323529,2001,352,3.622
3.403561,2003,302,4.171
4.071429,2004,492,3.549
4.04,2004,776,4.165
3.724638,2005,13,2.726
3.905797,1993,2,3.79
3.157895,2004,308,3.992
2.806867,2005,424,4.237
4.192982,2004,279,3.478
4.135135,2003,389,3.52
3.683333,2004,521,4.186
3.550544,1964,439,3.619
3.56338,2004,428,3.716
2.914894,1996,529,3.724
3.686275,1994,408,3.543
3.311258,2004,521,4.186
3.676056,1978,666,3.828
3.130435,2004,480,4.01
3.2125,2005,88,3.482
3.609929,1998,574,2.78
3.62406,2000,58,4.236
3.643357,2000,597,2.855
3.703704,2005,692,2.287
3.125,2004,133,2.91
3.192308,1952,264,3.901
3.513196,1996,669,3.848
4.217391,2000,100,3.475
3.202401,1998,272,3.461
3.368984,1982,106,4.146
3.445489,2003,633,3.517
4.461538,1999,552,4.307
3.754696,2004,290,4.362
3.268293,2004,423,3.581
3.504464,2005,131,3.438
3.643234,2004,401,3.514
4.519231,1991,773,4.093
3.37037,2005,603,3.43
3.45122,2005,175,2.973
3.079365,2004,417,3.466
3.940092,2003,284,3.512
3.42953,2005,220,2.992
3.506494,2004,444,3.284
4.496,1988,466,4.125
3.553846,2002,448,3.973
3.456583,1984,718,3.764
3.760563,2005,522,3.137
3.638037,1959,212,4.158
3.858824,2005,250,3.558
3.733333,1976,2,2.748
3.755435,2005,136,3.383
4.211712,2002,234,3.633
4.017241,1972,126,3.766
3.906977,2001,351,3.452
3.403346,2003,72,3.14
2.571429,2001,625,3.949
4.152,1990,510,3.452
3.534653,2004,539,3.388
3.820513,2005,679,3.755
4.227979,1999,52,4.325
3.608696,2001,550,3.671
3.212077,1995,509,2.664
3.519841,1999,357,3.377
4.142857,1970,690,3.599
3.56135,2000,749,4.513
3.03125,2004,401,3.415
4.216667,2005,250,3.558
3.738806,1999,433,2.845
3.729508,2004,308,3.992
3.730769,1952,74,4.091
3.649819,2002,494,4.447
2.773723,2005,93,3.234
4.347826,1974,486,3.652
3.285714,2004,659,2.925
4.980519,1994,135,4.581
3.335559,2002,148,4.703
3.604915,1996,57,3.612
4.316456,1950,397,4.388
3.421053,1998,989,3.887
3.756048,2005,863,3.825
3.582305,2004,133,3.542
3.972973,2004,746,3.765
2.941176,2004,746,3.765
3.555556,1988,466,4.125
3.355932,1992,924,3.836
4.036036,2004,521,4.186
2.973088,1998,364,2.585
2.833333,2004,428,3.716
3.709091,2005,368,2.983
3.511254,1989,262,3.64
2.820513,2003,357,3.546
3.751092,2005,262,4.012
3.4375,2000,554,3.361
4,2002,462,3.059
3.264151,2004,776,4.165
3.879828,2005,230,3.569
3.294118,2001,752,4.513
3.702703,2004,428,3.716
4.323944,2004,428,3.716
3.516216,1995,440,3.199
3.848921,2001,50,3.374
4.322581,1991,276,3.633
4.164122,1992,986,3.231
3.822222,2004,350,3.751
3.866667,2002,801,3.335
3.736842,2004,395,3.492
3.735395,2004,521,4.186
4.055556,2004,395,3.492
3.172414,1985,941,3.859
2.777778,2001,599,3.975
2.852071,1997,158,3.611
3.6,2004,450,3.695
3.6,2004,115,3.026
4.009901,2004,684,2.859
4.109453,2003,25,3.372
3.708333,1969,258,3.744
3.74359,2000,126,3.712
3,2004,9,3.562
3.71875,1962,256,3.711
4.352941,2000,554,3.361
3.428571,2002,269,2.929
3.966667,1995,652,3.297
4.442177,2005,428,3.8
2.507937,2005,78,3.128
3.875,1998,21,3.522
4.178571,1954,13,3.89
3.904762,2000,100,3.475
3.050157,1989,563,3.643
3.846154,1999,133,3.159
3.372263,2002,479,3.89
3.693878,2000,25,3.357
4.177778,1985,569,3.503
3.219512,2005,62,4.014
3.303235,2005,308,3.53
3.969231,1995,379,4.372
4.035242,2004,286,3.636
3.222222,2004,218,3.281
3.535912,1987,376,3.853
4.311258,1959,231,3.947
2.983566,2003,740,3.428
3.307692,1990,533,3.35
3.96875,2001,599,3.975
3.955882,1996,246,3.619
3.302083,1992,36,3.14
3.954545,2005,834,3.745
4.5,2005,307,3.443
3.336134,2004,776,4.165
3.389351,2005,710,3.598
4.52381,1983,423,3.81
3.894231,2003,331,3.44
3.758621,1988,466,4.125
4.158291,1973,396,3.983
3.125,2002,114,3.521
3.839623,2005,250,3.558
4.146667,1998,964,3.761
3.666667,2004,337,3.874
3.042553,1983,622,3.819
4.060976,1997,691,3.889
4.289474,2001,560,3.209
4.354717,1989,262,3.64
3.421053,2001,417,3.184
3.663082,2005,62,4.014
2.890244,2004,428,3.716
3.454545,2005,451,3.634
3.666667,2004,337,3.874
3.704918,1965,400,3.658
3.19214,1999,88,3.809
4.009585,2004,701,3.864
4.106145,1998,646,3.701
3.92,1986,50,3.808
3.72,2004,408,3.906
4.273973,2005,428,3.8
3.061447,1992,942,2.887
3.592885,1990,507,3.892
3.289474,2004,224,2.857
2.342857,2004,308,3.992
3.933702,2001,170,3.432
3.741722,1999,457,3.318
3.927273,2004,187,3.129
2.520833,1998,299,3.545
3.883991,2004,308,3.992
3.739089,1997,68,3.935
3.486679,1985,507,4.118
2.962963,1955,503,3.489
2.892857,2004,5,3.748
4.037037,2004,350,3.751
3.447059,2003,17,3.974
3.503704,2005,308,3.53
2.890244,2005,417,3.512
3.509677,2000,702,3.601
2.666667,1997,260,3.306
3.8125,1961,51,3.696
4.031486,1986,907,3.109
3.978723,1991,276,3.633
3.361111,2000,100,3.475
1.95082,2003,197,4.002
3.863636,2005,44,3.724
4.127854,1987,223,3.201
4.933333,2004,647,3.533
3.074468,2001,417,3.184
3.142857,2004,627,3.176
3.72,1955,133,3.657
4,2005,841,4.306
3.511696,1989,752,3.814
3.777778,2005,428,3.8
2.608696,2005,284,3.23
3.8,2004,608,3.435
3.236364,2000,546,3.381
4.710526,2003,632,3.311
3.9375,2004,521,4.186
3.267483,2005,841,4.306
2.863636,1999,553,3.485
3.601156,2004,515,3.104
3.707965,1987,223,3.201
3.387097,1997,5,3.435
3.680628,2005,186,3.287
3.357143,2005,220,2.992
3.685848,2004,26,4.593
3.529745,1984,43,3.654
4,2004,992,3.809
4.12963,1997,285,3.688
4.333333,1995,823,3.537
3.164706,2002,304,3.173
3.333333,2000,554,3.361
3.855721,2005,230,3.569
3.277778,2003,284,3.512
3.932039,2005,368,2.983
4.826087,2005,705,2.49
4.32,2001,729,3.406
3.851852,2004,706,3.679
4.038724,1995,11,3.954
3.62212,2000,766,3.851
3.3,2004,776,4.165
3.54251,1995,209,4.294
4.145455,2000,597,2.855
3.819672,2004,178,3.479
3.998168,2004,488,3.481
2.722222,2004,450,3.695
3.714286,2003,284,3.512
2.77554,2005,758,3.524
3.409091,2004,350,3.751
3.99536,2003,29,3.762
3.22449,1973,291,3.985
3.965517,2003,17,3.974
3.5,2004,133,3.542
3.37037,2003,447,3.537
3.932642,1999,791,3.584
2.717325,2004,395,4.671
3.55814,2004,560,3.563
3.913265,2005,62,4.014
3.0625,1998,791,3.188
4,1983,561,3.521
4.655172,2002,736,3.292
3.804348,2004,152,3.91
3.234513,2003,563,2.244
4.263158,1991,204,3.547
3.463415,2004,400,2.992
3.505051,2004,608,3.435
4.024917,1998,3,2.839
3.984615,2004,337,3.874
3.706349,2000,441,3.91
3.763636,2005,250,3.558
3.738095,1990,209,3.905
3.669355,2002,702,4.314
3.14433,1990,491,3.649
3.722222,1998,423,3.572
