"","X","year","name","cluster","avgScore"
"4494",4494,"1997","Cartoon Crazys: Vol. 1",208,2.578125
"4495",4495,"2002","Clifford: Happy Birthday Clifford / Puppy Love",23,3.488449
"4496",4496,"1993","Farewell My Concubine",830,3.762985
"4497",4497,"1990","Texasville",806,2.7151
"4498",4498,"2000","Gonin",372,2.465909
"4499",4499,"2002","In My Skin",597,2.608491
"4500",4500,"1945","Les Dames du Bois de Boulogne",213,3.304348
"4501",4501,"2002","Open Hearts",579,3.043919
"4502",4502,"2001","Do You Wanna Know a Secret?",543,2.144231
"4503",4503,"1996","Grace of My Heart",87,3.212138
"4504",4504,"2001","The Peter Rabbit Collection: The Tale of Peter Rabbit and Benjamin Bunny / The Tale of Mr. Tod",391,3.16092
"4505",4505,"2003","Young Gods",372,2.47234
"4506",4506,"1961","Breakfast at Tiffany's",65,3.923975
"4507",4507,"1991","Class Action",245,3.545962
"4508",4508,"1966","Star Trek: The Original Series: Vols. 1-15",126,3.730998
"4509",4509,"1977","Little House on the Prairie: Season 4",374,4.036174
"4510",4510,"1959","Kaagaz Ke Phool",336,2.923729
"4511",4511,"2000","The Brylcreem Boys",375,2.889831
"4512",4512,"1989","Shocker",847,2.747617
"4513",4513,"2004","Carly Simon: Live from Martha's Vineyard",174,3.502564
"4514",4514,"1979","The Bushido Blade",569,2.358779
"4515",4515,"1986","Extremities",763,3.269533
"4516",4516,"1999","Saturday Night Live: Christmas",352,3.607875
"4517",4517,"1997","Mimic",842,3.050598
"4518",4518,"1964","The Beatles: Washington D.C. Feb. 11th,1964",161,3.399123
"4519",4519,"2003","Out for a Kill",43,3.026221
"4520",4520,"1995","Grumpier Old Men",600,3.676842
"4521",4521,"2002","Wire in the Blood: Justice Painted Blind",584,3.968619
"4522",4522,"1998","Independent's Day",529,3.841197
"4523",4523,"2003","Me & Mrs. Jones",199,3.351485
"4524",4524,"1988","Bat 21",65,3.61265
"4525",4525,"2004","Nick Jr. Celebrates Spring",377,3.79661
"4526",4526,"2002","The Wiggles: Hoop-Dee-Doo!",318,2.982609
"4527",4527,"1996","The Cherokee Kid",656,3.286533
"4528",4528,"1996","Xena: Warrior Princess: Season 2",210,3.767881
"4529",4529,"1999","How's Your News?",644,3.655738
"4530",4530,"1985","Def Con 4",547,2.524934
"4531",4531,"2004","The Best of Triumph the Insult Comic Dog",542,4.081838
"4532",4532,"1994","Shaolin Avengers",97,2.517241
"4533",4533,"2001","L.I.E.",632,3.331026
"4534",4534,"1996","National Geographic: 30 Years of National Geographic Specials",31,3.543478
"4535",4535,"1994","Blank Check",540,3.558991
"4536",4536,"1947","Road to Rio",428,3.717557
"4537",4537,"1997","Legend of the Wolf",134,2.637584
"4538",4538,"1987","Ninja vs. Bruce Lee",445,2.336066
"4539",4539,"2001","Torso",112,2.669421
"4540",4540,"1990","Aashiqui",518,2.656
"4541",4541,"2001","When Strangers Appear",485,2.832474
"4542",4542,"1977","Anna Karenina",699,2.938596
"4543",4543,"1994","Mixed Nuts",440,2.993435
"4544",4544,"1976","Italian Stallion",178,1.627358
"4545",4545,"1990","Dances With Wolves: Special Edition",584,3.943568
"4546",4546,"2004","Chasing Liberty",273,3.385696
"4547",4547,"1947","The Three Stooges Double Feature",531,3.721298
"4548",4548,"1963","The Cardinal",90,3.197411
"4549",4549,"2003","ABBA: Gold: Greatest Hits",691,3.560976
"4550",4550,"2000","Walker,Texas Ranger: The Final Season",92,3.451923
"4551",4551,"2000","Snatch: Bonus Material",286,3.384292
"4552",4552,"1976","Laverne & Shirley: Season 1",561,3.56044
"4553",4553,"1942","The Three Caballeros",132,3.412918
"4554",4554,"1986","Van Halen: Live Without a Net",391,3.740625
"4555",4555,"1986","Mapp and Lucia: Series 2",104,3.571429
"4556",4556,"2001","Stealing Time",466,2.611111
"4557",4557,"1985","The Falcon and the Snowman",48,3.465191
"4558",4558,"2001","The Lost World",310,3.214337
"4559",4559,"1974","Hearts and Minds",524,3.911471
"4560",4560,"1981","Circle of Deceit",331,2.959677
"4561",4561,"1999","Everybody Loves Raymond: Season 4",772,3.981244
"4562",4562,"1968","Hour of the Wolf",369,3.564246
"4563",4563,"2003","The Statement",52,3.099848
"4564",4564,"1999","Seven Girlfriends",334,2.783753
"4565",4565,"1973","The Paper Chase",52,3.677126
"4566",4566,"2004","LeapFrog: Math Circus",848,3.622951
"4567",4567,"1997","Illusions of Sin",733,1.853933
"4568",4568,"1992","Jennifer 8",265,3.248296
"4569",4569,"1992","3 Ninjas",345,2.96572
"4570",4570,"1997","Midnight in the Garden of Good and Evil",397,3.352884
"4571",4571,"1999","Mast",54,2.504854
"4572",4572,"2000","Maria Callas: La Divina: A Portrait",723,3.251185
"4573",4573,"2002","The Whip and the Body",675,2.78022
"4574",4574,"1977","Pippi on the Run",584,2.983607
"4575",4575,"1969","Scooby-Doo Where Are You?: Seasons 1 & 2",143,3.960016
"4576",4576,"2000","Morrissey: Oye Esteban!",102,3.704918
"4577",4577,"1989","Steel Magnolias",214,3.858014
"4578",4578,"2004","Red Lights",472,2.912997
"4579",4579,"1977","I Never Promised You a Rose Garden",534,3.024096
"4580",4580,"1973","Scarecrow",219,3.216102
"4581",4581,"2000","Into the Arms of Strangers: Stories of the Kindertransport",371,3.776874
"4582",4582,"1990","China O'Brien",22,2.371179
"4583",4583,"1992","Mr. Baseball",803,3.305419
"4584",4584,"1999","Ace Ventura: The Case of the Serial Shaver: Multipath Adventure",98,1.818182
"4585",4585,"1955","Revenge of the Creature / The Creature Walks Among Us",161,3.884017
"4586",4586,"1999","But I'm a Cheerleader",357,3.375595
"4587",4587,"1999","Baby Geniuses",679,2.946176
"4588",4588,"1991","Proof",655,3.322699
"4589",4589,"2000","The Jazz Channel: Jeffrey Osborne",46,2.726563
"4590",4590,"2004","The Forgotten",80,3.342418
"4591",4591,"1945","The Lost Weekend",136,3.593955
"4592",4592,"2004","UFC 47: Ultimate Fighting Championship: It's On!",261,4.01796
"4593",4593,"1998","White Wolves 3: Cry of The White Wolf",78,3.033613
"4594",4594,"1973","The Last Detail",281,3.638755
"4595",4595,"2003","Dragon Ball GT",226,3.811954
"4596",4596,"1988","D.O.A.",632,3.317913
"4597",4597,"1965","Buster Keaton Rides Again/The Railrodder",196,3.110294
"4598",4598,"2002","How to Draw a Bunny",9,3.591932
"4599",4599,"2002","The Rosa Parks Story",569,3.715812
"4600",4600,"1987","American Ninja 2 / American Ninja 3: Double Feature",393,3.141561
"4601",4601,"1994","The Scout",379,2.842912
"4602",4602,"1995","Sailor Moon Super S: Black Dream Hole",81,3.622142
"4603",4603,"1948","On Our Merry Way",63,2.715385
"4604",4604,"1999","Secret KGB UFO Files",754,2.649573
"4605",4605,"2004","Pride Fighting Championships: Final Conflict 2004",397,3.59322
"4606",4606,"2003","Scrapped Princess",679,4.2375
"4607",4607,"1948","Melody Time",741,3.295802
"4608",4608,"2002","Clifford: Look Out,Clifford! / Big Fun in the Sun",23,3.551724
"4609",4609,"1967","Bob Dylan: Don't Look Back",651,3.662023
"4610",4610,"2004","Ralphie May: Just Correct",743,3.443182
"4611",4611,"1999","The Biggest Lil' Star in Hollywood",629,2.496454
"4612",4612,"1994","Timecop",842,3.090931
"4613",4613,"1998","Ayn Rand: A Sense of Life",100,3.456897
"4614",4614,"1964","Blood and Black Lace",171,3.424242
"4615",4615,"1971","Blood From the Mummy's Tomb",171,2.559441
"4616",4616,"2004","The French Revolution",555,3.626263
"4617",4617,"2003","Sports Illustrated Swimsuit Edition: 2003",9,3.30491
"4618",4618,"2005","Queer Eye for the Straight Guy: Queer Eye for the Red Sox",201,2.802548
"4619",4619,"1974","Clockmaker",750,3.234043
"4620",4620,"1969","Double Suicide",841,3.026316
"4621",4621,"1996","Drawing Flies",122,2.439331
"4622",4622,"2000","Jailbait!",223,2.616071
"4623",4623,"2000","Neil Young: Red Rocks Live",652,3.491429
"4624",4624,"1992","Mom and Dad Save the World",143,2.97319
"4625",4625,"1999","West Hollywood Stories",164,1.696721
"4626",4626,"1995","Dragon Ball: Piccolo Jr. Saga: Part 2",104,3.996269
"4627",4627,"1932","Little Women",123,3.652911
"4628",4628,"1996","Kolya",841,3.979023
"4629",4629,"1992","George Carlin: Jammin' in New York / Doin' It Again",316,3.706364
"4630",4630,"1996","House Arrest",648,3.019268
"4631",4631,"1978","Doctor Who: The Stones of Blood",277,3.721649
"4632",4632,"1944","Charlie Chan: Meeting at Midnight",292,3.440835
"4633",4633,"1982","Gandhi",106,4.145948
"4634",4634,"2005","Me and You and Everyone We Know",357,3.194764
"4635",4635,"1965","What's New Pussycat?",409,3.136471
"4636",4636,"1980","Dressed to Kill",43,3.431966
"4637",4637,"1972","Night of the Lepus",10,2.59375
"4638",4638,"2002","Snoop Dogg's Hustlaz: Diary of a Pimp",222,2.225191
"4639",4639,"1993","Wide Sargasso Sea",786,2.745299
"4640",4640,"1988","Rain Man",466,4.125148
"4641",4641,"2002","Tully",574,3.373597
"4642",4642,"2000","Alice Cooper: Brutally Live",713,3.418605
"4643",4643,"2002","The President's Man 2",281,3.282667
"4644",4644,"2003","The Mother",355,2.996921
"4645",4645,"2001","The Day the World Ended",329,2.493103
"4646",4646,"1988","Ernest Saves Christmas",472,3.209493
"4647",4647,"1995","American Yakuza",33,2.815618
"4648",4648,"1960","Rocky & Bullwinkle & Friends: Season 2",450,3.838628
"4649",4649,"1980","The Jazz Singer",46,3.196058
"4650",4650,"2004","Navy Seals: BUDs Class 234",849,3.862676
"4651",4651,"1939","Goodbye,Mr. Chips",688,3.888586
"4652",4652,"1995","Kids",430,3.427907
"4653",4653,"1984","The Burning Bed",88,3.793026
"4654",4654,"1991","Carnal Crimes",176,2.013245
"4655",4655,"1992","Ozzy Osbourne: Live & Loud",63,3.404639
"4656",4656,"2000","Erin Brockovich",720,3.813252
"4657",4657,"2004","Comfort and Joy",630,3.364821
"4658",4658,"2003","Seabiscuit: American Experience",410,4.017275
"4659",4659,"2002","The Jamie Kennedy Experiment: Season 2",187,3.312808
"4660",4660,"2001","The Shipping News",400,3.400897
"4661",4661,"1999","Deuce Bigalow: Male Gigolo",232,3.252475
"4662",4662,"1956","The Mystery of Picasso",44,3.353057
"4663",4663,"1993","The Wedding Banquet",417,3.876988
"4664",4664,"1998","White Lies",78,2.345133
"4665",4665,"1998","Goosebumps: The Ghost Next Door",378,3.116279
"4666",4666,"1975","Rumpole of the Bailey: The Lost Episode",377,3.562937
"4667",4667,"1996","Vampirella",54,2.161137
"4668",4668,"1993","Diary of Jack the Ripper",259,2.802632
"4669",4669,"1987","Suspect",263,3.504704
"4670",4670,"1999","Wild Wild West",272,2.855278
"4671",4671,"2003","Stevie",103,3.484423
"4672",4672,"2001","Gabriela",737,2.08125
"4673",4673,"1986","Sorority House Massacre",385,2.659763
"4674",4674,"2000","3 Strikes",845,3.017341
"4675",4675,"1993","Strawberry & Chocolate",559,3.592528
"4676",4676,"1967","I Am Curious: Yellow",125,2.576497
"4677",4677,"2000","Urban Legends: Final Cut",315,3.017635
"4678",4678,"1990","Death Warrant",373,3.335581
"4679",4679,"1965","Battle of the Bulge",119,3.957642
"4680",4680,"1942","Road to Morocco",428,3.334321
"4681",4681,"1998","Orphans",765,2.773608
"4682",4682,"2002","SpongeBob SquarePants: Halloween",395,4.006494
"4683",4683,"2000","Proof of Life",655,3.277135
"4684",4684,"1998","Pretty as a Picture: The Art of David Lynch",371,3.637667
"4685",4685,"1999","Lake Placid",595,3.054911
"4686",4686,"1990","Hard to Kill",43,3.082885
"4687",4687,"1990","Soultaker",583,2.23913
"4688",4688,"1977","The Incredible Hulk: Original TV Series: Pilot / Married",379,3.274194
"4689",4689,"1949","In the Good Old Summertime",434,3.834667
"4690",4690,"1969","Mackenna's Gold",627,3.269702
"4691",4691,"2002","Farscape: Season 4",302,4.358398
"4692",4692,"1988","The Milagro Beanfield War",827,3.671204
"4693",4693,"1994","Leprechaun 2",85,2.938776
"4694",4694,"1960","Horrors of Spider Island",40,2.153846
"4695",4695,"2002","So Close",81,3.357259
"4696",4696,"2003","Red Shoe Diaries: Some Things Never Change",354,2.39645
"4697",4697,"1995","Heat: Special Edition",561,3.962252
"4698",4698,"1997","The Lost World: Jurassic Park",95,3.337349
"4699",4699,"2001","X-Men: Evolution: Season 2",172,3.706806
"4700",4700,"1951","The Man from Planet X",254,2.898955
"4701",4701,"1983","Two of a Kind",452,3.128834
"4702",4702,"1994","Martial Arts Master Wong Fei Hung",325,2.916667
"4703",4703,"1998","Your Place or Mine",167,2.770186
"4704",4704,"1996","Fire",494,3.563857
"4705",4705,"1987","Overboard",840,3.514051
"4706",4706,"1990","Elvis Presley: Great Performances: Vol. 2: The Man and the Music",244,3.555556
"4707",4707,"2004","Yeah Yeah Yeahs: Tell Me What Rockers to Swallow",480,3.351852
"4708",4708,"2002","Ichi the Killer: Episode Zero",555,2.795181
"4709",4709,"2002","Tarzan and Jane",605,3.212715
"4710",4710,"2004","Heir to an Execution",672,3.48227
"4711",4711,"2001","Journey Into Amazing Caves: IMAX",762,2.818182
"4712",4712,"1957","The Hunchback of Notre Dame",221,2.814485
"4713",4713,"1966","Alice in Wonderland",184,2.962076
"4714",4714,"1992","The Blackheath Poisonings",720,3.194444
"4715",4715,"1965","How to Murder Your Wife",713,3.447955
"4716",4716,"1970","Lovers and Other Strangers",58,3.090323
"4717",4717,"1988","Hero and the Terror",58,3.369603
"4718",4718,"2001","Weather Extreme: Tornado",8,3.134884
"4719",4719,"1971","All in the Family: Season 2",480,3.769031
"4720",4720,"2003","The Work of Director Chris Cunningham",352,3.723192
"4721",4721,"1998","Central Station",113,3.995826
"4722",4722,"1948","He Walked by Night",571,3.232704
"4723",4723,"1980","Soap: Season 4",159,3.806452
"4724",4724,"1996","The Siege at Ruby Ridge",310,2.969231
"4725",4725,"1997","Pink Panther Cartoon Collection: Jet Pink",187,3.636073
"4726",4726,"1999","Late Last Night",362,2.481013
"4727",4727,"1979","Apocalypse Now Redux",414,4.138246
"4728",4728,"2000","Mixing Nia",776,2.843537
"4729",4729,"1967","Ulysses",491,2.887324
"4730",4730,"2003","A Wrinkle in Time",410,3.37693
"4731",4731,"2004","Sexmission",144,2.808989
"4732",4732,"2001","The Strangler's Wife",552,2.022222
"4733",4733,"2003","Faster",680,3.754032
"4734",4734,"2001","The Go-Go's: Live in Central Park",44,3
"4735",4735,"1983","Eureka",455,2.478992
"4736",4736,"1981","Chariots of Fire",208,3.725313
"4737",4737,"1976","After School Specials: 1976-1977",792,2.925926
"4738",4738,"1980","Encounter of the Spooky Kind",713,2.827465
"4739",4739,"1988","Mystic Pizza",328,3.547967
"4740",4740,"1986","The Golden Child",52,3.313543
"4741",4741,"2004","Crimson Gold",290,2.880208
"4742",4742,"2001","Todd McFarlane: The Devil You Know",165,2.639344
"4743",4743,"2000","Benjamin Smoke",145,3.126582
"4744",4744,"2000","James Brown Live: House of Blues",213,2.903226
"4745",4745,"2003","Bringing Down the House",261,3.210328
"4746",4746,"2002","Leo",848,3.010782
"4747",4747,"1996","Schizopolis",17,3.144898
"4748",4748,"2003","Mahoromatic 2: Something More Beautiful",444,3.991416
"4749",4749,"1998","A Great Day in Harlem / The Spitball Story",203,3.729032
"4750",4750,"2005","The Beauty of Ireland",358,2.836257
"4751",4751,"2003","Sinbad: Legend of the Seven Seas",517,3.582143
"4752",4752,"2000","Dancer in the Dark",693,3.634303
"4753",4753,"2003","Cabin Fever",850,2.518769
"4754",4754,"2002","Martin Lawrence Live: Runteldat",64,3.011935
"4755",4755,"1917","The Cook and Other Treasures",254,3.045802
"4756",4756,"1997","Island of Greed",67,2.524272
"4757",4757,"2001","Musa the Warrior",566,3.61808
"4758",4758,"2002","30 Years to Life",149,2.916782
"4759",4759,"1999","Memento Mori",766,2.76699
"4760",4760,"2000","Help!!!",574,2.416667
"4761",4761,"1981","The Cannonball Run",274,3.324156
"4762",4762,"1999","Aarzoo",219,2.077778
"4763",4763,"1997","Top of the World",729,2.434109
"4764",4764,"1989","Powwow Highway",779,3.576208
"4765",4765,"1998","The Legend of Zelda: Ganon's Evil Tower",138,3.125
"4766",4766,"1960","Black Sunday",633,3.006584
"4767",4767,"1993","Indian Summer",839,3.367595
"4768",4768,"2003","WWE: Survivor Series 2003: A Fall from Grace",74,3.837398
"4769",4769,"2005","Batman Begins: Bonus Material",34,3.806859
"4770",4770,"1962","The Trial",132,3.344383
"4771",4771,"1994","Girls in Prison",494,1.935644
"4772",4772,"1994","Texas Chainsaw Massacre: The Next Generation",758,2.497016
"4773",4773,"2004","In the Realms of the Unreal",2,3.276098
"4774",4774,"1984","Moscow on the Hudson",733,3.137388
"4775",4775,"1977","The Man Who Loved Women",126,3.33888
"4776",4776,"2001","My Husband's Double Life",19,2.777228
"4777",4777,"1983","Videodrome",435,3.338969
"4778",4778,"1994","Reality Bites",650,3.480091
"4779",4779,"2004","Hair Show",327,3.354075
"4780",4780,"1985","Transformers: Season 3: Part 2/Season 4",315,3.915446
"4781",4781,"1986","Cobra",260,2.922672
"4782",4782,"1992","Man Trouble",453,2.520231
"4783",4783,"1999","Felicity: Season 2",817,3.81143
"4784",4784,"2004","Matchbox Twenty: Show",739,3.687023
"4785",4785,"2000","Me You Them",183,3.172209
"4786",4786,"2002","SpongeBob SquarePants: Nautical Nonsense / Sponge Buddies",222,3.802385
"4787",4787,"2000","Styx / REO Speedwagon: Arch Allies: Live at Riverport",289,3.311203
"4788",4788,"1999","Bloody Murder",644,2.085526
"4789",4789,"2001","Stargate SG-1: Season 5",639,4.389324
"4790",4790,"2001","Tortilla Soup",535,3.624711
"4791",4791,"1940","Pinocchio",783,3.617255
"4792",4792,"1973","It's Alive",677,2.944154
"4793",4793,"1973","Breezy",610,2.917391
"4794",4794,"NULL","Ancient Civilizations: Land of the Pharaohs",699,3.035714
"4795",4795,"1996","Sexy and Dangerous",526,2.176471
"4796",4796,"2003","MTV Pilates",12,2.864341
"4797",4797,"2005","Gallagher: The Smashing Watermelon Collection",261,3.028986
"4798",4798,"2000","Gundam Wing: The Movie: Endless Waltz",480,3.90319
"4799",4799,"1991","Billy Bathgate",168,2.991508
"4800",4800,"1971","The Horsemen",274,2.782609
"4801",4801,"2003","Darkness Falls",37,3.090261
"4802",4802,"1927","College",297,3.575688
"4803",4803,"1980","The Ninth Configuration",555,2.961832
"4804",4804,"1936","The Great Ziegfeld",612,3.500501
"4805",4805,"1993","True Romance",564,3.850753
"4806",4806,"1984","Dune: Extended Edition",315,3.666667
"4807",4807,"1999","The Many Faces of Zorro",149,2.910082
"4808",4808,"1969","Dark Shadows: Vol. 15",540,3.543624
"4809",4809,"1996","Question of Luck",733,2.865801
"4810",4810,"1957","Night Passage",118,3.546798
"4811",4811,"1978","Trishul",355,3.434389
"4812",4812,"1980","The Eruption of Mount St. Helens: IMAX",177,3.323633
"4813",4813,"2001","The Mole: Season 1",454,3.56917
"4814",4814,"2000","Greeks: Crucible of Civilization",324,3.669782
"4815",4815,"1976","Murder by Death",645,3.659613
"4816",4816,"1990","The Freshman",152,3.328776
"4817",4817,"1981","Cannibal Ferox",106,2.585837
"4818",4818,"1973","Le Magnifique",553,2.940678
"4819",4819,"1993","In Living Color: Season 4",813,4.02027
"4820",4820,"2000","Italian for Beginners",410,3.039672
"4821",4821,"2000","Women of the Night",134,2.011494
"4822",4822,"1993","Saved by the Bell: The New Class: Season 1",148,2.898678
"4823",4823,"1995","Sharpe 7: Sharpe's Battle",789,3.994986
"4824",4824,"1995","Don Juan De Marco",526,3.556434
"4825",4825,"1985","Brazil: The Love Conquers All Version",48,3.222028
"4826",4826,"1992","Whispers in the Dark",544,3.029024
"4827",4827,"2001","Rock My World",729,2.964286
"4828",4828,"1997","Men",267,2.386905
"4829",4829,"2004","Shaun of the Dead",76,3.746166
"4830",4830,"1990","Poirot: Peril at End House",28,4.018304
"4831",4831,"1990","Tremors",605,3.354839
"4832",4832,"2002","Grand Champion",57,3.017391
"4833",4833,"2003","Timeline",429,3.150935
"4834",4834,"1929","The Broadway Melody of 1929",496,2.912458
"4835",4835,"2004","Tanner on Tanner",394,2.583893
"4836",4836,"1999","Pokemon: Charizard",630,2.861592
"4837",4837,"1986","Howling II: Your Sister Is a Werewolf",777,2.355932
"4838",4838,"1997","The Substance of Fire",221,2.935976
"4839",4839,"1987","The Good Wife",116,2.683673
"4840",4840,"2003","Kaena: The Prophecy",739,3.248248
"4841",4841,"1995","Judge Dredd",47,2.856462
"4842",4842,"1988","Tina Turner: Rio '88",566,2.918182
"4843",4843,"1990","Child's Play 2: Chucky's Back",593,2.761719
"4844",4844,"2002","The Career of Nikos Dyzma",601,3.073864
"4845",4845,"1956","Carousel",3,3.497776
"4846",4846,"1999","Wolves: IMAX",403,3.316348
"4847",4847,"1989","Glory",316,4.056715
"4848",4848,"2002","The Adventures of Jimmy Neutron: Sea of Trouble",569,3.728385
"4849",4849,"1981","Taps",66,3.636916
"4850",4850,"1991","The History Channel Presents: Winston Churchill",161,3.611111
"4851",4851,"2002","Conduct Zero",297,3.101266
"4852",4852,"1997","U Turn",812,3.104439
"4853",4853,"1980","The Kinks: One for the Road",241,3.065041
"4854",4854,"1975","In This House of Brede",729,3.237288
"4855",4855,"1965","The Best of Thunderbirds",619,3.010753
"4856",4856,"1990","Jekyll & Hyde",829,2.570093
"4857",4857,"1997","Eddie Izzard: Glorious",234,3.988861
"4858",4858,"1989","Relentless",755,3.036765
"4859",4859,"1996","Birdy the Mighty",499,3.233333
"4860",4860,"2000","Dil Pe Mat Le Yaar!!",544,2.393443
"4861",4861,"1991","Full Bottom: Not Another Half-Arsed Release",377,3.111359
"4862",4862,"1992","Sneakers",536,3.833108
"4863",4863,"1993","Dario Argento's Trauma",121,3
"4864",4864,"2004","UFC 46: Ultimate Fighting Championship: Super Natural",261,3.841818
"4865",4865,"1990","The Kids in the Hall: Season 2",417,4.110076
"4866",4866,"1995","I Shot Andy Warhol",729,3.270943
"4867",4867,"1986","The Karate Kid Part II",255,3.397693
"4868",4868,"1998","Midsomer Murders: Death of a Hollow Man",435,4.052632
"4869",4869,"2004","Kitchen Stories",78,3.46204
"4870",4870,"1991","Doc Hollywood",117,3.349423
"4871",4871,"2001","Mutant Aliens",223,2.677419
"4872",4872,"2002","Stranded",214,2.455072
"4873",4873,"1968","The Doris Day Show: Season 1",582,2.673913
"4874",4874,"1987","Broadcast News",65,3.532533
"4875",4875,"2000","Felicidades",817,2.211009
"4876",4876,"1997","Vegas Vacation",580,3.361835
"4877",4877,"2004","Simpsons Gone Wild",290,4.362009
"4878",4878,"2000","Lady and the Tramp II: Scamp's Adventure",108,3.378641
"4879",4879,"1972","Living Free",84,2.993506
"4880",4880,"1999","Times of Terror",566,2.294118
"4881",4881,"1994","Crumb",837,3.63707
"4882",4882,"1985","Butthole Surfers: Blind Eye See All: Live 1985",636,3.203947
"4883",4883,"1992","The Bodyguard",496,3.275178
"4884",4884,"1942","Bambi: Platinum Edition",770,4.090897
"4885",4885,"1963","Combat! Season 2: Mission 2",260,3.675
"4886",4886,"2000","Chuck & Buck",797,3.016884
"4887",4887,"1977","The Hills Have Eyes",552,3.04628
"4888",4888,"1995","Mad Love",386,2.92956
"4889",4889,"1976","Sebastiane",816,2.661905
"4890",4890,"1998","Next Stop Wonderland",683,3.344331
"4891",4891,"2003","Loco Love",628,2.771812
"4892",4892,"1943","Val Lewton: The Leopard Man / The Ghost Ship",592,3.075949
"4893",4893,"2000","The Newcomers",441,2.85
"4894",4894,"1998","Celia Cruz: Fania Allstars in Africa",450,3.32
"4895",4895,"1984","Toy Soldiers",741,2.930601
"4896",4896,"1996","The Thorn Birds: The Missing Years",95,2.71831
"4897",4897,"1961","Nikki: Wild Dog of the North",829,3.184091
"4898",4898,"1961","Pocketful of Miracles",86,3.717949
"4899",4899,"2002","Pinata: Survival Island",299,2.091954
"4900",4900,"2002","Let's Dance Salsa: Beginning Lessons 1",185,2.093863
"4901",4901,"1999","Aa Ab Laut Chalen",770,2.863158
"4902",4902,"1985","Young Sherlock Holmes",757,3.500405
"4903",4903,"1985","Ram teri Ganga maili",672,2.694444
"4904",4904,"1993","Manhattan Murder Mystery",223,3.572745
"4905",4905,"1992","Love in Sampan",85,1.977011
"4906",4906,"1999","Stuart Little",219,3.398985
"4907",4907,"2000","Grass",465,3.78022
"4908",4908,"2004","Cartoon Network Christmas: Yuletide Follies",154,3.369427
"4909",4909,"2005","Parineeta",299,3.844106
"4910",4910,"1996","Allyson is Watching",415,2.695728
"4911",4911,"1992","Munchie",462,2.474227
"4912",4912,"1955","Mister Roberts",639,4.002513
"4913",4913,"1994","Clean Slate",706,2.870142
"4914",4914,"2005","White Noise",78,3.128638
"4915",4915,"1994","Magic Knight Rayearth",12,3.57931
"4916",4916,"2002","Tycoon: A New Russian",452,3.341379
"4917",4917,"2001","Amazons and Gladiators",814,2.078947
"4918",4918,"1997","Slayers Try DVD Collection",513,3.478964
"4919",4919,"1997","South Park: Passion of the Jew",819,4.081726
"4920",4920,"1982","Tron: Bonus Material",753,3.415179
"4921",4921,"1995","Megaman: Battle for the Future",506,2.993464
"4922",4922,"2002","Sorcerers and Wizards: Real Magic",86,2.411765
"4923",4923,"1996","A Very Brady Sequel",851,2.881862
"4924",4924,"1961","The Twilight Zone: Vol. 13",340,4.1848
"4925",4925,"1989","God of Gamblers",399,3.556122
"4926",4926,"1997","Washington Square",273,3.178923
"4927",4927,"1956","A Kiss Before Dying",363,2.482759
"4928",4928,"2005","The Bridge of San Luis Rey",542,2.085227
"4929",4929,"2004","Born to be Wild: The Leading Men of American Ballet Theatre",162,3.347458
"4930",4930,"2000","Bedrooms and Hallways",828,3.425641
"4931",4931,"2004","Catwoman",424,2.809382
"4932",4932,"1997","The Saint",189,3.548015
"4933",4933,"1996","Pretty Village,Pretty Flame",209,2.89881
"4934",4934,"1995","Danielle Steel's Vanished",103,3.224299
"4935",4935,"1998","VH1 Divas Live",345,3.170492
"4936",4936,"1998","My Giant",539,2.862265
"4937",4937,"1995","Chinese Odyssey 1: Pandora's Box",102,3.142212
"4938",4938,"1994","Napoleon",285,3.092063
"4939",4939,"2001","Discovering Greece",522,2.993151
"4940",4940,"1989","Maine Pyar Kiya",262,3.498433
"4941",4941,"2004","Aetbaar",293,2.835526
"4942",4942,"1990","Time to Kill",43,3.262905
"4943",4943,"1984","Against All Odds",224,3.256356
"4944",4944,"1994","The Three Tenors in Concert: Dodger Stadium",112,3.118534
"4945",4945,"1973","5 Films About Christo & Jeanne-Claude",154,3.622093
"4946",4946,"2002","Inside Islam",589,3.570248
"4947",4947,"1933","The Invisible Man: Special Edition",317,3.644638
"4948",4948,"2002","Run Ronnie Run",436,3.265986
"4949",4949,"1999","House on Haunted Hill",9,3.156884
"4950",4950,"2001","Discovering England",815,2.668712
"4951",4951,"2003","Runaway Jury",521,3.741515
"4952",4952,"2000","Dr. Wayne Dyer: How to Get What You Really Want & Improve Your Life",391,3.5
"4953",4953,"1995","Three Wishes",189,3.33169
"4954",4954,"1980","Sandbaggers: Collection 3",570,3.867521
"4955",4955,"1976","Satan's Brew",359,2.914894
"4956",4956,"1989","Back to the Future Part II",507,3.944106
"4957",4957,"2001","Para Para Sakura",502,2.913669
"4958",4958,"1977","Chinese Roulette",593,3.037594
"4959",4959,"2000","Caillou: Caillou's Train Trip and Other Adventures",169,3.275194
"4960",4960,"2002","New York Firefighters: The Brotherhood of 9/11",358,3.570637
"4961",4961,"1991","Black Cat",633,2.303922
"4962",4962,"2003","Twin Towers",813,3.46
"4963",4963,"1991","Grateful Dead: View from the Vault 2",465,3.727273
"4964",4964,"2003","Tiptoes",141,2.534884
"4965",4965,"1962","Mamma Roma",502,3.463115
"4966",4966,"1990","The Hot Spot",221,2.829154
