"movie_year","movie_cluster","movie_avgScore"
"1996",258,3.810793
"2004",133,2.908913
"1995",167,3.910687
"1995",542,3.455464
"1981",196,3.760404
"2004",757,3.298825
"1983",200,4.460864
"1952",693,4.101352
"2000",749,4.203065
"2003",124,3.87453
"1954",218,4.241076
"1999",511,3.739393
"1988",621,4.016581
"1983",622,3.818948
"2001",757,3.64622
"2000",474,2.215605
"1993",130,2.848866
"1994",919,3.53121
"1996",762,3.312876
"2004",95,3.688752
"2004",88,3.57988
"1987",813,3.700522
"2000",58,4.236004
"2003",422,3.779458
"2004",92,4.190134
"1989",223,2.824511
"1997",61,3.571383
"2004",428,3.716396
"2003",679,2.889449
"2003",82,3.137478
"1993",38,3.759085
"1962",569,3.813239
"1961",307,3.858525
"1997",348,3.147175
"2003",65,3.137039
"1991",673,3.072973
"1985",640,3.732186
"1993",600,3.681978
"1998",966,2.964912
"2004",488,3.481127
"1976",898,3.347928
"2002",706,3.017132
"2003",950,3.068733
"2004",201,3.59633
"1978",709,3.640379
"1991",561,3.70248
"2004",408,3.90588
"1997",133,3.852399
"1990",739,3.265912
"1938",276,3.919685
"2004",706,3.679983
"1991",826,3.998281
"1997",424,2.826285
"1993",637,3.541382
"1995",213,3.76531
"1987",25,3.984677
"1989",443,3.575585
"2000",48,3.56595
"2004",350,3.751418
"1997",175,3.474259
"1997",948,3.366071
"1999",200,3.603121
"2002",877,3.594035
"2002",200,3.549751
"2003",825,3.570907
"2002",344,3.972289
"1997",800,2.656555
"1985",488,3.538224
"1990",214,3.544312
"2003",9,3.551792
"1985",962,3.247591
"2000",949,4.087545
"2004",619,3.186192
"2001",173,4.219483
"2003",521,3.741515
"1991",676,3.469232
"1996",252,3.389644
"2004",80,3.342418
"1981",133,3.817475
"1963",368,3.801148
"2004",757,3.298825
"2005",62,4.014265
"1995",209,4.294731
"2003",67,2.441118
"1996",197,3.72172
"2002",706,3.017132
"2002",736,3.291538
"2002",159,3.410992
"1993",133,3.957696
"1996",529,3.72429
"1993",351,3.132996
"2003",771,2.994377
"1990",491,3.649216
"1990",133,3.6791
"2001",909,3.433475
"1992",874,3.963429
"1964",788,3.847878
"2002",537,3.793098
"2003",9,3.551792
"1995",519,3.83835
"2003",17,3.704385
"2001",281,3.250772
"1964",379,3.68547
"2002",537,3.793098
"1994",622,2.883053
"2001",329,4.444552
"1996",413,3.435918
"1965",88,3.486183
"1987",133,4.299895
"2003",406,3.914493
"2001",52,3.668731
"1988",621,4.016581
"1992",738,4.05533
"2002",935,3.538392
"1998",535,3.720343
"1955",49,4.0576
"2002",537,3.793098
"1999",52,3.359726
"1995",310,3.325758
"1981",305,3.29302
"1997",315,3.196091
"2001",274,4.342315
"1999",141,3.310717
"2000",411,3.836696
"2002",136,3.158269
"1992",28,3.12681
"2000",546,3.380557
"1988",750,3.242025
"1991",571,3.301314
"2001",757,3.634672
"1993",130,3.930332
"1998",291,3.450805
"2001",54,3.305632
"1979",615,3.799575
"1991",126,3.635718
"2000",187,4.303165
"2001",454,3.87519
"2001",659,3.605452
"1987",376,3.853505
"2005",44,3.723653
"2004",88,3.57988
"2004",224,2.856791
"2003",50,4.40978
"1986",24,3.827354
"2000",172,3.891159
"2005",404,3.881081
"1997",424,2.826285
"1995",379,4.371916
"1993",672,3.270498
"2003",521,3.741515
"2002",645,3.234633
"2005",615,3.292741
"1992",86,3.769887
"2003",337,3.759005
"1991",561,3.70248
"1990",343,3.38907
"1997",442,3.297408
"1979",615,3.799575
"1984",761,3.86538
"1973",44,3.445598
"2000",766,3.851273
"2001",148,4.235886
"1999",301,3.685215
"2001",560,3.208552
"1998",177,3.867061
"1978",563,4.061363
"1976",301,3.771539
"1977",515,3.762077
"1985",101,3.543074
"1991",75,3.408917
"1984",713,3.472824
"1987",813,3.700522
"1998",606,3.461237
"1988",621,4.016581
"2000",354,3.789676
"2002",152,3.330589
"1996",107,3.770553
"1999",359,3.334667
"1982",510,3.45956
"2001",602,3.086274
"1972",15,3.490211
"1968",11,3.561165
"2001",632,3.331026
"1995",136,3.635118
"1995",139,3.459674
"1962",351,3.907154
"2004",350,3.751418
"2003",235,3.074956
"1998",826,3.435275
"2004",139,3.439549
"1982",945,3.918689
"1999",332,3.246246
"2004",629,3.256971
"2000",499,2.989924
"1968",375,3.827408
"1997",363,3.874878
"1951",34,3.668532
"2002",218,3.587841
"1959",943,3.645014
"1988",128,2.679344
"2002",344,3.972289
"2004",314,3.132956
"2002",704,3.444019
"2003",825,3.570907
"1996",66,4.032409
"2001",223,3.568607
"2003",422,3.921429
"1998",754,3.435833
"2002",537,3.793098
"1985",150,3.95092
"1989",396,3.776885
"2003",767,3.864726
"1974",593,3.969932
"2001",362,3.781899
"2001",639,4.389324
"2004",81,3.080374
"1998",742,3.44827
"2004",88,3.57988
"1993",339,3.944499
"1999",110,3.552198
"1998",299,4.294902
"1994",274,3.704826
"1996",953,3.281465
"1989",370,3.843339
"1999",409,4.188714
"2002",344,3.800375
"1996",298,3.472791
"1986",935,3.53185
"2003",429,3.150935
"2002",274,3.350564
"1997",158,3.611562
"1998",88,2.335616
"1997",176,3.646548
"2003",52,3.970668
"2004",824,3.997548
"1998",674,4.116339
"2003",308,4.415645
"1998",257,3.639784
"2002",332,2.863035
"2000",444,3.215395
"2001",511,2.515777
"1991",117,3.349423
"2005",4,3.552196
"1986",108,4.173341
"1988",246,3.566771
"2001",687,3.347181
"1995",11,3.952801
"2003",261,3.478896
"2000",147,3.848377
"1987",113,3.722568
"2004",464,3.432021
"2004",143,3.37316
"1994",59,3.677814
"1990",754,2.693089
"2003",603,3.560767
"1997",651,3.323154
"2005",230,3.569443
"1986",201,3.706127
"1996",413,3.435918
"1939",59,3.811511
"1995",139,3.459674
"2001",159,3.290035
"2004",879,3.45641
"1962",569,3.813239
"1986",870,3.513828
"2004",757,3.298825
"1987",133,4.299895
"1998",393,4.191832
"1999",552,4.306806
"1996",42,3.412418
"1979",305,2.916019
"1998",683,3.344331
"1963",75,3.803801
"1955",949,3.978233
"2003",973,2.788839
"2005",714,3.081137
"2002",397,3.280819
"2001",578,3.190794
"1958",405,3.46815
"2000",409,3.425384
"1956",615,3.456476
"2000",409,3.425384
"2002",392,2.077405
"1984",135,4.145889
"2004",358,3.442219
"1974",758,3.448826
"2003",90,3.514566
"1997",123,3.557391
"1978",277,3.671041
"1978",465,3.796158
"1940",439,4.000678
"2004",627,3.175679
"1991",75,3.408917
"2001",757,3.64622
"1991",201,4.247497
"2000",258,3.710076
"1959",141,3.678054
"2004",627,3.175679
"1986",740,3.40503
"1995",542,3.455464
"2003",753,3.423639
"2001",864,3.209279
"2003",326,3.3141
"2000",439,3.998451
"2002",957,3.553505
"1998",10,3.211413
"2004",553,3.527308
"2002",171,3.299032
"1979",414,4.138246
"2004",894,2.627925
"2003",55,3.776903
"1995",285,4.082388
"2001",553,3.570778
"1995",254,3.814631
"2001",374,3.52439
"2000",401,3.32302
"2002",833,3.833058
"2003",427,2.906819
"1999",745,3.450003
"1994",437,3.109359
"1962",906,3.821736
"1993",128,2.922296
"2001",362,3.781899
"1993",138,3.752908
"2003",632,3.311109
"1978",709,3.640379
"1999",639,4.262038
"1974",44,3.686841
"1992",439,3.51003
"2003",528,3.071303
"1994",550,3.51308
"2004",509,3.105687
"1997",123,3.557391
"2000",251,3.766328
"1976",551,3.954659
"2001",159,3.290035
"2004",982,3.56256
"2001",752,4.514376
"2002",116,3.108622
"2001",806,3.091067
"1963",368,3.801148
"1989",722,3.473923
"2005",554,3.226142
"1978",563,4.061363
"1998",606,3.461237
"2001",603,4.283961
"1974",604,4.004545
"2000",503,3.784194
"1982",11,3.573525
"1992",177,3.293478
"2004",647,3.531949
"2002",697,3.152994
"1996",693,3.817215
"1991",561,3.70248
"2001",253,3.05438
"1996",333,3.173531
"1983",182,3.718461
"1999",552,4.306806
"2002",428,3.673678
"1994",310,3.859461
"1995",379,4.371916
"1999",413,4.483676
"2002",515,3.156887
"1997",343,3.616492
"1992",745,3.628809
"2002",957,3.553505
"2000",166,3.230544
"2004",95,3.688752
"2002",697,3.363678
"1985",507,4.117889
"2003",9,3.551792
"1989",214,3.858014
"1967",282,3.946067
"2003",284,3.512085
"1999",118,4.030182
"1966",126,3.730998
"1994",791,4.094501
"1995",11,3.952801
"2000",720,3.813252
"1999",603,2.983914
"1991",993,3.522345
"1991",84,4.04947
"2004",401,3.514684
"2000",172,3.891159
"2004",706,3.679983
"1987",651,3.701833
"2001",362,3.781899
"2004",273,3.385696
"1999",791,3.583343
"1996",259,3.857214
"2004",539,3.593411
"1968",503,3.443695
"2004",5,3.748854
"1990",221,4.085294
"2002",448,3.973433
"2002",354,3.626271
"2004",279,3.601244
"2000",898,3.740965
"2002",629,2.746017
"2000",554,3.3613
"2000",503,3.784194
"2003",787,2.979341
"1999",132,3.70117
"1999",261,3.604833
"2000",166,3.230544
"2002",178,3.357929
"2004",353,2.797786
"2000",409,3.512847
"2003",152,2.817441
"1994",59,3.677814
"1998",323,3.387465
"1978",310,3.47616
"1994",712,2.436123
"2003",135,3.267555
"1989",484,4.333289
"1988",372,3.672714
"1997",725,3.48619
"1997",324,4.380798
"1964",246,4.116601
"2004",29,4.216401
"2002",448,3.973433
"1978",209,3.023459
"2000",100,3.475493
"1990",584,3.943568
"1987",72,3.702723
"2003",973,2.788839
"1999",429,4.079143
"2004",358,3.442219
"2002",784,3.031496
"2002",220,3.276799
"2002",218,3.587841
"1969",267,3.896456
"1996",332,3.27509
"1995",290,3.891789
"1980",305,3.029914
"2001",471,3.525831
"2005",259,3.676244
"1990",291,3.360292
"2001",417,3.183512
"1992",639,3.209763
"1991",826,3.098675
"2002",42,3.499955
"2000",766,3.851273
"2004",567,3.833778
"1992",570,3.602605
"1955",80,3.737772
"2003",29,3.388183
"2001",357,3.762917
"1995",209,4.294731
"1998",575,3.938465
"1996",133,2.97444
"1986",221,3.425965
"1988",344,3.384809
"2001",351,3.451661
"1999",841,3.639514
"1965",751,3.713114
"2004",130,2.401124
"1997",176,3.646548
"1996",529,3.72429
"2003",406,3.55219
"2004",832,4.144885
"2004",92,4.190134
"2002",974,3.515046
"1997",882,3.702682
"1995",358,3.593476
"2005",710,3.597737
"1999",457,3.31669
"2001",687,3.347181
"1992",496,3.275178
"1996",231,3.729131
"1989",529,3.413023
"2003",328,3.861951
"2003",604,3.686217
"1993",643,3.688128
"2001",92,4.091973
"2004",146,3.692771
"1986",870,3.513828
"2001",159,3.290035
"2003",389,3.519844
"1995",883,3.51639
"2002",563,3.554369
"1987",133,4.299895
"2001",417,3.183512
"1999",552,4.306806
"1997",473,3.276613
"2003",427,2.906819
"1989",316,4.056715
"2003",318,3.755254
"2005",476,3.862503
"2005",220,2.991248
"1953",82,3.732162
"1984",579,3.103648
"2002",706,3.017132
"2001",148,4.434549
"2000",674,3.236626
"2001",406,3.219777
"2002",500,3.941281
"2002",415,3.751165
"1999",397,3.4
"1993",381,4.457542
"1983",386,3.594253
"1980",33,3.809128
"2004",488,3.481127
"2000",328,3.346214
"1994",831,3.705943
"2001",52,3.61857
"2002",42,3.499955
"2001",149,3.556908
"1999",774,3.054945
"2000",675,3.576728
"2000",428,3.402732
"1993",959,2.562032
"2004",242,3.584753
"1996",1000,3.646783
"1999",555,3.171519
"1984",33,4.067393
"2003",17,4.068354
"1996",633,3.405574
"2003",245,3.507945
"2003",416,3.584443
"1964",561,4.094771
"1979",267,3.916896
"1990",491,3.649216
"1973",3,3.912487
"1997",812,3.104439
"1988",750,3.242025
"1999",187,3.556271
"2004",92,4.190134
"2003",190,4.197291
"2000",329,4.459748
"1995",500,3.882422
"1998",149,3.665269
"2003",9,3.551792
"2003",29,3.388183
"2003",418,3.535834
"2000",87,3.808471
"1998",879,4.211632
"1991",612,3.301697
"2001",414,2.836585
"2000",610,3.734414
"2002",723,3.710119
"2003",416,3.584443
"2003",823,3.374053
"1992",160,3.388518
"2002",113,3.351864
"2002",174,3.602543
"2000",441,3.910989
"1992",103,3.435278
"2004",631,3.616261
"2000",59,3.497545
"2003",336,2.393148
"1998",177,3.867061
"2000",612,3.533859
"1983",186,3.784211
"2001",417,3.183512
"1994",158,2.444498
"1974",826,3.689805
"2004",80,3.342418
"1986",400,3.526087
"2004",132,4.194235
"1999",615,3.849987
"1976",301,3.771539
"1959",713,3.774318
"1999",210,3.234951
"2001",161,3.270154
"1962",709,3.942435
"2004",377,3.373453
"2001",586,3.398229
"2003",723,3.943925
"1980",33,3.809128
"2000",944,3.462654
"1994",179,4.161804
"2004",498,3.633877
"2001",129,4.065734
"1992",83,3.158504
"2003",771,2.994377
"2001",120,3.118623
"1987",72,3.702723
"1985",941,3.858601
"2004",539,3.593411
"2001",336,3.434391
"2004",844,3.710885
"2003",589,3.866382
"2001",602,3.086274
"2004",627,3.175679
"2000",250,2.90563
"1999",52,3.359726
"1975",490,3.886148
"1997",801,3.785844
"2004",499,3.517816
"2004",509,3.105687
"2003",595,4.214412
"1992",83,3.158504
"1981",305,3.29302
"1991",505,3.434321
"1998",53,3.531605
"2000",402,3.541636
"2002",461,3.498408
"2003",652,3.630504
"1987",263,3.479933
"2004",26,4.369183
"1991",52,4.312076
"2004",113,2.601609
"1997",355,3.70976
"1987",72,3.702723
"1982",18,3.97168
"1986",218,3.674075
"1997",61,3.571383
"1987",840,3.514051
"2001",602,3.086274
"1980",33,3.809128
"1954",970,3.409363
"2002",218,3.587841
"1988",750,3.242025
"2002",201,3.253695
"1999",564,3.785559
"2003",603,2.638015
"1982",465,2.810827
"1970",177,2.956679
"1969",46,3.603858
"2002",415,3.751165
"1987",63,3.456827
"2003",308,4.415645
"2004",539,3.593411
"2000",50,3.245468
"1962",44,4.006451
"2004",273,3.385696
"2003",308,4.415645
"1975",446,3.126934
"1979",773,3.591137
"2002",746,4.172963
"2003",318,3.755254
"1987",784,3.710361
"1954",581,4.01843
"2004",401,3.415171
"1998",68,3.582925
"1986",108,4.173341
"2002",454,4.265043
"1939",376,4.131114
"2002",574,3.373597
"2002",258,3.61773
"1954",515,4.199701
"1987",223,3.202158
"1971",170,3.512984
"1968",198,3.556913
"1997",761,3.824836
"2003",389,3.519844
"1999",150,3.251922
"1951",534,3.885234
"1999",614,3.497252
"1987",190,2.763317
"2004",353,2.797786
"2002",674,3.335156
"1979",689,3.627578
"1997",925,3.620315
"1979",220,2.749239
"1996",42,3.412418
"2000",693,3.634303
"2001",505,3.517564
"1977",200,4.504505
"1993",381,4.457542
"1976",318,3.644989
"2003",17,3.704385
"2000",409,3.425384
"1982",106,4.145948
"2000",172,3.891159
"1998",177,3.867061
"2000",931,3.069127
"1999",261,3.735391
"1984",88,3.956728
"1997",583,3.605702
"1994",135,4.056613
"2003",63,2.947022
"1969",258,3.744835
"1989",484,4.333289
"1996",1000,3.646783
"1985",573,3.691555
"2001",691,3.478449
"1993",753,2.622978
"1965",80,3.719129
"1979",595,3.777269
"2002",801,3.334195
"2003",72,3.140178
"2002",748,3.054737
"1977",200,4.504505
"2004",391,3.552448
"1968",303,3.796502
"1994",151,4.299842
"2002",877,3.594035
"1999",253,3.587593
"1998",606,3.461237
"1998",615,3.688603
"2003",90,3.514566
"1995",167,3.910687
"2003",328,3.861951
"2004",832,4.144885
"2001",906,3.274099
"2000",741,2.987205
"2000",279,3.789395
"2000",308,3.787224
"2000",393,3.191603
"2002",354,3.626271
"1975",504,3.88397
"2004",95,3.688752
"1998",314,3.238407
"2004",434,3.47072
"1954",218,4.241076
"2002",408,3.871634
"1975",267,4.173679
"1951",561,3.955605
"1965",240,3.938955
"1994",646,3.39091
"2003",281,3.946369
"2000",147,3.891397
"2001",417,3.183512
"1976",69,3.893239
"2001",524,3.398931
"2004",105,3.16826
"1995",379,4.371916
"2000",87,3.808471
"1997",183,3.521474
"1984",80,3.60105
"2003",973,2.788839
"2004",555,3.557411
"1995",561,3.962252
"1968",11,3.561165
"1987",911,3.861162
"1985",233,3.783111
"1999",232,3.252475
"1994",645,3.333227
"1999",363,3.643328
"2002",415,3.239231
"2004",521,4.186571
"1976",753,3.029604
"2001",281,3.250772
"2003",290,3.141581
"2004",757,3.298825
"1994",650,3.480091
"2003",9,3.551792
"1984",378,3.839199
"2001",475,3.135938
"2003",65,3.137039
"1988",317,3.643462
"2004",5,2.65073
"1990",548,3.26643
"2001",560,3.208552
"1992",415,4.088176
"1981",249,3.273232
"2004",353,2.797786
"1988",641,3.655444
"2002",438,2.993749
"1945",136,3.751649
"1954",78,3.86631
"1994",650,3.480091
"1975",652,3.685611
"1982",80,3.6956
"1990",124,3.902124
"2004",80,3.342418
"1991",561,3.745043
"2001",165,2.639344
"2005",259,3.676244
"1985",790,3.441187
"2000",409,3.512847
"1992",812,3.818322
"1960",209,3.629436
"1990",397,4.284265
"2004",353,2.797786
"1998",68,3.582925
"2004",608,3.435104
"1994",791,4.094501
"2002",433,3.511879
"2004",276,3.265995
"2002",200,3.549751
"1952",116,3.907945
"1944",736,4.167382
"1987",580,3.971653
"1999",326,3.298474
"1993",19,3.776224
"1996",107,3.770553
"1974",593,3.969932
"2000",328,3.346214
"2003",480,4.154146
"1975",490,3.886148
"2000",409,3.425384
"1994",516,4.010481
"1992",677,3.613177
"1990",302,3.762907
"2003",152,3.183777
"1999",107,3.628809
"2004",9,3.562265
"1994",40,3.478712
"1996",42,3.412418
"1999",745,3.450003
"2003",90,3.516888
"2004",377,3.373453
"1991",382,3.00562
"1995",147,3.555303
"1980",336,3.735865
"1997",761,3.824836
"1989",580,3.877108
"1984",95,3.891509
"1994",5,4.009132
"2003",195,3.370307
"2001",687,3.347181
"1960",627,3.435773
"2003",632,3.311109
"2003",415,3.197191
"2002",397,3.280819
"1996",569,3.091302
"1976",735,3.689589
"1995",503,3.566959
"1988",750,3.242025
"1987",34,3.244861
"2004",329,4.534547
"2004",746,3.764314
"1985",419,3.415354
"2000",279,3.789395
"1988",638,3.819241
"2003",604,3.686217
"2003",162,3.74779
"2001",434,3.861364
"1995",414,3.313594
"1989",443,3.575585
"1991",891,3.1812
"1984",88,3.956728
"1963",452,3.051282
"2001",215,3.625289
"1997",167,3.708928
"1948",515,3.938703
"1995",220,3.171407
"2003",281,3.946369
"1992",268,3.816064
"1992",812,3.818322
"2000",554,3.3613
"1986",24,3.827354
"2004",560,3.274906
"2003",588,2.928658
"1998",619,3.764683
"2000",441,3.910989
"1995",761,3.243595
"1981",237,3.657448
"1996",534,3.576958
"1985",664,3.672007
"1987",338,3.524425
"2002",526,3.145374
"1988",171,3.429744
"2003",418,3.535834
"1950",263,4.03635
"1993",138,3.752908
"1985",419,3.318777
"1989",316,4.056715
"2001",612,2.774834
"2003",618,4.37501
"2003",418,3.535834
"2004",139,3.439549
"2001",89,4.448375
"2002",584,3.029478
"2002",257,3.463843
"2005",186,3.286353
"1997",811,4.164486
"1975",723,3.491027
"1996",133,2.97444
"1995",11,3.952801
"2004",424,2.809382
"1969",953,4.121301
"2005",3,4.071286
"1987",4,3.672642
"2004",579,2.696383
"1987",113,3.722568
"1993",527,3.82545
"1999",380,3.261125
"1984",547,3.220928
"2002",190,3.929398
"2002",505,3.15566
"1986",24,3.827354
"1998",417,3.696264
"2001",553,3.570778
"1999",267,3.690749
"2000",749,4.203065
"1997",598,3.699458
"2002",429,3.850366
"1993",381,4.457542
"1994",162,3.584104
"1999",729,3.06782
"2004",152,3.910232
"1999",943,3.48652
"1997",167,3.708928
"1997",355,3.70976
"2003",8,4.005
"1997",175,3.680696
"2004",80,3.342418
"1972",480,3.937551
"1994",524,3.967309
"2003",152,3.44388
"1998",291,3.450805
"1998",366,3.762952
"2000",48,3.56595
"1996",332,3.27509
"2002",210,3.208001
"2001",691,3.478449
"1999",324,4.337649
"2004",144,2.657682
"1995",394,3.483926
"1994",210,4.244529
"2004",76,3.746166
"1984",88,3.793026
"2002",347,3.482412
"1998",42,2.376096
"2003",328,3.861951
"2002",788,3.35914
"2003",284,3.512085
"2003",17,3.704385
"1970",892,3.923849
"2002",736,3.291538
"2005",62,4.014265
"1989",214,3.858014
"2002",142,3.4746
"1983",182,3.718461
"2004",397,3.589472
"2001",400,3.400897
"2004",824,3.997548
"1999",202,3.80448
"2004",608,3.435104
"2003",480,4.154146
"2004",992,3.80856
"1985",44,4.013876
"1998",177,3.867061
"1998",575,3.938465
"2002",218,3.587841
"2000",503,3.784194
"2002",542,3.297288
"2000",147,3.891397
"2001",603,3.323728
"1976",748,3.346247
"2004",401,3.514684
"1999",745,3.450003
"1993",527,3.82545
"2002",133,3.358
"1970",291,3.988965
"2003",681,3.546603
"2003",447,3.536678
"2000",949,4.087545
"2001",251,3.279928
"1966",800,3.676727
"2005",4,3.552196
"1999",261,2.935331
"2003",603,3.560767
"1994",151,4.299842
"1999",521,3.291348
"2002",415,3.751165
"2004",5,3.748854
"2004",401,3.415171
"1955",551,3.652174
"1999",88,4.230879
"2003",720,3.224007
"2003",787,2.979341
"1998",826,3.435275
"1999",310,3.485021
"2004",76,3.746166
"1992",12,2.791299
"1973",784,3.744528
"2001",879,3.141965
"2002",344,3.800375
"2002",877,3.594035
"1988",628,3.594856
"1994",47,2.936161
"1990",77,3.757982
"1998",646,3.700763
"1990",78,3.299634
"1998",208,3.682912
"1949",569,3.979452
"1996",529,3.72429
"1984",856,4.013305
"2003",90,3.514566
"1984",352,3.22528
"1998",606,3.461237
"2004",612,2.421466
"1944",879,3.978755
"1952",693,4.101352
"2004",937,2.722309
"1997",967,3.454647
"2000",147,3.891397
"2002",305,3.484187
"2001",251,3.279928
"1995",600,3.676842
"1999",473,3.923767
"2001",351,3.451661
"2001",107,3.480235
"2001",699,2.964044
"2004",292,3.496145
"1997",569,3.525545
"1998",291,3.450805
"2000",441,3.910989
"1996",209,3.260393
"2004",450,3.694849
"1998",291,3.450805
"1968",10,3.546751
"2004",521,4.186571
"2002",674,3.335156
"1964",317,3.917134
"2002",614,3.399938
"2002",877,3.594035
"2004",480,4.010509
"1998",659,3.935818
"1962",906,3.821736
"1999",33,3.38769
"1996",761,3.473448
"1996",939,3.600415
"1998",177,3.867061
"1979",223,3.840299
"2002",877,3.594035
"1998",393,4.191832
"1973",859,3.537964
"2004",285,3.608983
"2001",362,3.781899
"2001",941,3.375169
"1976",897,3.585561
"2003",50,4.40978
"2002",736,3.291538
"1990",511,3.606276
"2004",785,3.748344
"2003",416,3.584443
"1996",529,3.72429
"1998",257,3.639784
"2000",702,3.600471
"2004",793,2.921316
"1955",681,3.69463
"2005",424,4.23649
"1992",749,4.181926
"1953",11,3.727572
"2000",674,3.236626
"2004",401,3.514684
"2002",438,2.993749
"2002",927,3.452707
"1987",554,3.799101
"2003",234,3.545634
"2003",604,3.686217
"2003",63,2.947022
"2000",718,3.392279
"1965",240,3.938955
"2002",759,2.979213
"1988",82,3.426798
"2002",129,3.44278
"1992",536,3.833108
"2002",285,3.973624
"2003",65,3.137039
"2004",146,3.692771
"2001",553,3.570778
"1982",510,3.45956
"2001",190,3.946094
"2004",629,3.256971
"1997",189,3.702895
"1992",874,3.963429
"1996",408,3.253972
"1992",135,4.523669
"1998",249,3.190416
"2003",261,3.210328
"1984",80,3.60105
"1998",806,3.534112
"2003",517,3.582143
"2000",569,3.126533
"1995",694,3.536994
"2000",329,4.459748
"2000",720,3.813252
"2002",736,3.291538
"2003",576,3.371868
"1999",554,3.690123
"2001",802,3.85996
"1989",683,3.164225
"2003",604,3.686217
"1971",888,4.073817
"2004",239,3.036021
"1993",454,3.855299
"2004",262,2.941989
"2003",604,3.686217
"1993",381,4.457542
"2001",710,3.476678
"2003",55,3.776903
"2000",251,3.766328
"1984",135,4.145889
"2004",560,3.274906
"1992",287,3.571182
"2005",461,3.266101
"2004",408,3.90588
"1989",370,3.843339
"1987",4,3.672642
"2001",11,2.994252
"2003",572,3.316761
"1983",266,3.473566
"2003",675,3.651856
"1989",910,4.027797
"1999",429,4.079143
"2001",794,3.505338
"1999",629,3.376338
"1994",759,2.010753
"2004",48,2.998759
"1978",709,3.640379
"2003",450,3.308089
"2004",417,3.076879
"1953",751,4.091276
"2004",132,4.194235
"1996",529,3.72429
"1996",308,4.025123
"1941",590,3.730192
"1981",305,3.29302
"2004",776,4.165076
"2004",358,3.442219
"1998",659,3.935818
"2003",365,3.694041
"1998",83,3.541053
"1973",452,3.095517
"1963",101,4.164126
"1995",544,3.70565
"2003",389,3.519844
"2000",93,2.963378
"1945",344,3.840426
"2004",776,4.165076
"2004",40,3.691734
"2004",88,3.57988
"1984",615,3.5106
"2003",249,3.236105
"2003",284,3.512085
"2001",406,3.219777
"1989",432,3.906751
"2005",136,3.382694
"2004",408,3.90588
"1997",177,3.195916
"2000",445,3.545806
"2002",801,3.334195
"1985",507,4.117889
"1997",167,3.708928
"2004",553,3.367966
"2002",736,3.291538
"2000",279,3.789395
"1994",134,3.310733
"2002",452,4.09633
"1999",88,4.230879
"1978",465,3.796158
"2005",368,2.982475
"2001",625,4.115143
"2005",841,4.306278
"2004",369,3.415611
"2000",12,3.562946
"1998",124,4.219344
"1994",763,2.818527
"1981",778,3.727367
"1987",376,3.853505
"1984",88,3.956728
"1995",716,3.972304
"1986",86,3.490902
"1993",239,3.389125
"1992",401,3.734471
"2004",498,3.633877
"1992",103,3.435278
"2000",341,3.019766
"2001",281,3.250772
"2004",417,3.076879
"1996",307,3.438131
"2000",428,3.402732
"1984",88,3.956728
"2000",766,3.851273
"2003",17,3.704385
"1992",204,3.434482
"2003",443,3.360761
"2002",408,3.871634
"1997",397,3.352884
"1990",291,3.360292
"2003",235,3.074956
"2000",554,3.3613
"1980",823,3.863433
"1975",446,3.70497
"2004",659,2.924365
"2003",234,3.545634
"1991",851,3.574464
"1999",131,3.076764
"1999",568,3.292965
"2003",986,3.432958
"2001",223,3.568607
"2003",416,3.584443
"2000",218,3.78264
"1999",307,3.798611
"2004",400,3.190911
"1989",752,3.813931
"1979",267,3.916896
"1991",117,3.349423
"1981",709,3.525838
"2003",281,3.946369
"1997",189,3.548015
"1985",111,3.432149
"1995",386,3.715807
"1998",68,3.582925
"1987",554,3.799101
"1974",826,3.689805
"2002",183,3.879123
"2003",13,4.723066
"1997",123,3.557391
"2001",166,3.106433
"2000",122,2.885803
"1994",207,3.714657
"1994",151,4.299842
"2001",511,3.492418
"2003",720,3.224007
"2004",701,3.863561
"2004",499,2.404874
"1994",314,4.043315
"2002",706,3.017132
"2000",819,2.184874
"2003",787,2.979341
"2000",720,3.813252
"1988",641,3.655444
"2003",576,3.371868
"2002",148,4.460577
"1988",295,3.116379
"2001",148,4.434549
"2004",143,3.37316
"1995",386,2.92956
"2001",505,3.517564
"2002",385,2.500325
"1989",484,4.333289
"1999",976,3.818831
"1996",209,3.260393
"2004",146,3.692771
"2002",462,3.059724
"2004",539,3.593411
"1959",27,3.612732
"2001",236,3.268133
"1998",129,4.110467
"1999",888,3.068602
"1987",82,3.910598
"2004",377,3.373453
"1999",887,3.958957
"1966",439,3.754985
"1990",209,3.904908
"2000",308,3.787224
"1981",336,4.50428
"1977",200,4.504505
"1995",285,4.082388
"1950",716,4.004824
"2003",604,3.686217
"2003",759,3.382686
"2005",308,3.530587
"2003",905,2.576616
"1985",755,3.710249
"2001",352,3.622291
"1964",561,4.094771
"1994",791,4.094501
"1964",295,4.147655
"1989",596,3.819652
"1967",459,2.242424
"2002",862,3.589666
"1997",363,3.874878
"1975",267,4.173679
"1982",510,3.45956
"1985",238,3.63639
"2004",917,4.000262
"1997",158,3.326861
"1995",167,3.910687
"1974",758,3.448826
"1993",830,3.762985
"2003",90,3.516888
"2002",268,3.186647
"2003",823,3.374053
"1995",358,3.593476
"1959",212,4.158199
"1993",332,3.732737
"1976",315,3.473603
"2000",87,3.808471
"1999",261,3.735391
"2005",76,3.255378
"1999",887,3.629432
