"","movie_year","movie_cluster","movie_avgScore"
"88966","1993",449,3.221126
"46832","1976",375,4.011742
"17733","2004",285,3.608983
"30350","2001",120,3.118623
"9179","1964",561,4.094771
"50235","1980",315,3.462092
"63115","1985",209,3.154351
"93482","1973",44,3.445598
"96354","1981",203,3.665507
"93619","1995",49,3.569158
"6021","2004",417,3.076879
"55634","2005",250,3.558098
"62270","1972",742,3.776052
"80907","2004",80,3.388169
"37229","2003",9,3.551792
"19581","1981",479,3.338397
"82078","1997",491,3.75777
"22312","1996",473,4.015558
"38382","1998",540,3.22469
"44409","1994",151,4.299842
"97427","1998",120,3.277639
"40912","1948",447,3.920287
"81541","2004",428,3.716396
"19200","1938",161,3.841769
"60109","1993",623,3.302141
"4346","2001",627,3.892619
"31892","2001",120,3.118623
"67246","2001",691,3.478449
"9758","2004",88,3.57988
"17604","1999",393,3.962955
"10195","2001",408,3.298891
"34934","1983",574,3.131453
"36002","1959",212,4.158199
"73968","1983",447,3.741703
"52203","2003",398,3.663653
"38409","2001",586,3.398229
"69002","1990",266,2.929619
"5770","2003",576,3.371868
"82453","1999",741,2.586387
"13473","2003",17,3.974011
"25387","1996",513,3.931009
"17668","2004",353,2.797786
"67416","2002",537,3.793098
"15619","1993",821,2.483814
"36364","1991",826,3.998281
"22993","2002",258,3.61773
"97571","2004",401,3.514684
"23929","1995",98,3.315955
"24353","1995",630,3.039629
"65628","1998",575,3.938465
"2235","2003",234,3.545634
"80323","2001",627,3.892619
"45491","1994",362,3.596281
"12856","1982",33,3.346168
"76657","2000",244,3.313499
"40208","2003",308,4.415645
"39512","2003",480,4.154146
"14955","1994",128,3.35565
"20490","1992",580,3.813993
"31500","1998",413,2.540884
"1914","1976",494,3.564655
"85029","1940",150,3.957464
"79584","1993",251,3.777071
"11775","2003",963,3.452573
"71361","1985",561,3.522697
"46177","2002",76,4.005862
"7384","2004",706,3.679983
"13122","1983",563,3.770868
"281","1999",52,4.325446
"85366","2004",982,3.56256
"95080","1993",149,3.465151
"40913","1993",827,3.715727
"5309","1998",68,3.582925
"8927","2002",976,2.962264
"1371","2001",390,3.071217
"98078","1999",68,3.381892
"1962","2003",579,3.664517
"43606","1992",103,3.435278
"98712","1998",149,3.665269
"18650","1992",86,3.769887
"2618","2003",180,3.945003
"78188","1993",610,3.276365
"3577","1992",599,3.733984
"46743","1958",462,3.731566
"39743","2002",114,3.520738
"53221","1998",964,3.760764
"7747","1993",149,3.465151
"15368","1997",828,3.054013
"17997","2000",546,3.380557
"22390","1991",346,3.630803
"54878","1990",321,2.87014
"63714","1998",390,3.888425
"18177","2000",749,4.203065
"36769","2002",298,3.63001
"63320","1997",167,3.708928
"54370","2003",409,3.495122
"16250","2002",567,3.787459
"91000","2003",519,4.427099
"14734","2004",401,3.415171
"64391","1996",138,3.728132
"3727","2002",624,3.399151
"41975","1994",80,3.113013
"8734","2001",362,3.781899
"45826","1983",358,3.189704
"24702","2002",717,3.175086
"80038","1997",474,3.326412
"63937","1995",96,4.352089
"64550","1989",910,4.027797
"26298","1984",134,3.845524
"86617","1983",992,3.80324
"2007","1994",504,3.510437
"34513","1992",652,3.314659
"94101","2005",424,4.23649
"20723","1992",58,4.306348
"19378","1995",136,3.635118
"48448","2002",42,3.499955
"86330","1987",580,3.971653
"90218","2004",706,3.679983
"51988","1986",446,3.96112
"7130","1998",731,3.758287
"93235","1990",328,3.874285
"12184","1993",325,3.767513
"59641","1993",302,3.828159
"29649","1999",52,4.325446
"40915","2002",674,3.335156
"61118","1995",561,3.962252
"39555","1992",717,4.018701
"1636","1997",967,3.454647
"18947","1974",593,3.969932
"24694","1941",464,4.033116
"42567","2004",23,3.610813
"20976","2004",218,3.281468
"99128","1998",366,3.762952
"16450","1999",493,2.972048
"85483","1988",466,4.125148
"66335","1992",639,3.209763
"6989","1957",329,4.116825
"1707","1995",836,3.167484
"59881","1992",160,3.388518
"37437","1995",905,3.629654
"14883","2001",351,3.451661
"14938","1995",447,3.53544
"55014","1990",491,3.649216
"50782","1952",116,3.907945
"92428","1998",80,3.322668
"60140","2003",480,4.154146
"59266","1998",201,3.739496
"61606","1975",46,3.527908
"40781","2003",909,2.937743
"39904","2003",147,3.575812
"55760","1996",693,3.817215
"21568","1984",713,3.472824
"3566","1985",823,3.738287
"34631","1992",177,3.293478
"73795","2003",443,3.360761
"23768","2004",78,3.281634
"96082","2001",11,2.994252
"25527","2001",50,3.374692
"94999","2002",801,3.334195
"7012","2005",259,3.676244
"70271","2003",69,3.963834
"24847","1987",685,3.661482
"6140","1985",941,3.858601
"48564","2002",537,3.793098
"33776","1999",132,3.70117
"60185","2003",409,3.495122
"9806","2003",355,3.69224
"63375","1996",619,3.518462
"21756","1999",224,3.566648
"31237","2002",190,3.929398
"54432","2000",855,3.897963
"99590","1998",580,3.52642
"86054","2004",705,2.859825
"15283","1993",901,3.86972
"34575","2003",90,3.514566
"49582","1989",398,3.489184
"92599","1981",336,4.50428
"67552","1984",196,3.345787
"71275","2003",369,2.949338
"30760","2003",357,3.54584
"85738","2000",676,3.574266
"92205","2003",261,3.210328
"73880","1998",606,3.461237
"23778","1994",207,3.714657
"69946","2003",90,3.514566
"7411","1999",943,3.48652
"88174","1977",371,3.822914
"17332","2003",963,3.452573
"77362","2001",148,4.434549
"37912","2003",686,3.837031
"84210","1993",88,4.08285
"39381","1999",52,2.684797
"81554","1956",281,3.864992
"17086","2002",546,3.590833
"75697","2003",337,3.759005
"33082","1990",302,3.762907
"60069","2003",759,3.382686
"2151","2002",706,3.017132
"17700","1992",126,3.064647
"55425","1979",267,3.916896
"4463","1981",333,3.858598
"33396","2000",503,3.784194
"20795","1996",529,3.72429
"77869","1995",286,3.916376
"17660","1995",131,3.075753
"29526","2004",615,3.378767
"40921","2000",106,3.77871
"94545","1997",348,3.147175
"66873","2004",740,3.143065
"95048","1990",491,3.649216
"93525","1993",381,4.457542
"90084","1967",7,4.137202
"30977","2000",172,3.891159
"69438","2004",200,4.102191
"89558","2002",137,2.785349
"61867","2001",557,3.684353
"41863","1964",379,3.68547
"12367","2004",133,3.54105
"12122","2003",29,3.761979
"85996","1997",348,3.147175
"13586","1999",735,2.87523
"12729","2003",247,2.940282
"17935","2003",357,3.54584
"46839","1987",72,3.702723
"27351","1992",652,3.314659
"86469","2002",922,3.023419
"19484","1990",641,3.8027
"9896","1993",148,3.861349
"70171","2001",105,3.307453
"54802","1996",359,3.005294
"24071","2004",23,3.009153
"98513","2003",480,4.154146
"2805","1987",52,4.035021
"34289","1940",417,3.591141
"6101","1953",777,3.760054
"78968","1957",964,3.97989
"49982","2003",284,3.512085
"2762","1983",488,3.317241
"60218","2004",524,3.321429
"78274","2001",53,3.013813
"12699","2003",787,2.979341
"15675","2003",740,3.428609
"79007","2000",59,3.848162
"79338","1992",812,3.818322
"20301","2000",225,2.759082
"26324","1999",200,3.603121
"13635","1999",511,3.739393
"31897","1996",298,3.472791
"11667","2004",88,3.57988
"38980","2001",906,3.274099
"88819","2001",471,3.525831
"32592","1988",258,3.713749
"77371","2002",618,4.391587
"64298","1957",110,3.459404
"55536","1997",31,4.261784
"37074","1992",160,3.388518
"35597","2004",285,4.123085
"77739","2003",584,3.550931
"39638","2004",521,4.186571
"4264","1993",887,3.720569
"80123","1997",624,3.433093
"24328","1988",209,3.692947
"98277","2003",851,3.51149
"9507","1997",210,3.030493
"81307","2000",674,3.236626
"18825","2002",461,3.498408
"78685","2003",308,4.415645
"85218","1991",50,4.026017
"55960","2002",274,3.350564
"32419","1988",750,3.242025
"75800","1975",490,3.886148
"28166","2000",855,3.897963
"50051","1986",221,3.425965
"87301","2004",358,3.442219
"97202","1978",846,3.249441
"6731","2001",670,3.089211
"38380","1959",447,3.587343
"11338","2002",957,3.553505
"58336","2002",281,3.072547
"35083","1996",281,3.390382
"93115","2004",401,3.514684
"72246","2004",428,3.716396
"75361","1999",359,3.334667
"57550","1994",791,4.094501
"68805","1997",761,3.824836
"82940","1992",702,3.240047
"98507","1969",258,3.744835
"27787","2001",553,3.570778
"40302","2004",579,2.696383
"78448","1946",516,4.006221
"86717","2000",554,3.3613
"77699","1987",400,3.211353
"44163","2001",394,3.057342
"62075","1958",688,3.462572
"5784","1987",113,3.722568
"29766","2001",148,4.434549
"3186","1988",593,3.0178
"78471","1986",108,4.173341
"42419","2003",588,2.928658
"25817","2004",285,3.398866
"25733","1951",534,3.885234
"96410","2002",462,3.059724
"50752","2004",9,3.562265
"21801","2003",576,3.371868
"67474","1999",393,3.962955
"85581","2005",461,3.266101
"14935","1999",735,2.87523
"47079","1976",897,3.585561
"70395","2005",62,4.014265
"90340","1997",811,4.164486
"36274","2002",624,3.399151
"35081","1982",352,3.33767
"89133","2001",92,4.091973
"12041","2001",251,3.279928
"96966","1995",504,3.694354
"59187","1999",9,3.156884
"16373","2004",166,3.212121
"71324","2001",180,2.461572
"59925","1973",263,3.862624
"23806","1996",107,3.770553
"91890","1990",593,2.761719
"47848","1974",101,3.493304
"94298","1983",466,3.934691
"675","2000",855,3.897963
"60203","1984",77,3.993266
"90579","2004",917,3.473693
"7433","2002",78,2.964711
"53780","1956",675,3.868964
"74183","2002",269,3.082416
"42690","1993",339,3.944499
"85755","1996",160,2.998168
"99854","1979",43,4.111002
"95734","1987",34,3.244861
"69412","1974",373,3.461291
"5842","1985",13,2.880004
"45066","2001",586,3.398229
"85226","1989",230,3.757223
"31508","1997",311,3.075879
"42578","1995",394,3.483926
"91949","2003",675,3.04415
"36988","1991",561,3.70248
"24374","1973",112,3.970474
"64440","1998",315,3.240763
"77596","1993",339,3.944499
"84167","2000",255,3.234116
"29541","2004",448,3.994086
"81086","2004",767,4.070146
"87846","1995",502,3.279925
"14524","2003",72,3.140178
"91303","1998",63,3.139367
"99828","2003",69,3.963834
"51861","1993",672,3.270498
"35805","1991",52,4.312076
"82488","2004",896,3.39015
"65483","2001",879,3.141965
"23408","2003",511,3.480931
"25636","2000",757,3.527778
"59105","2002",563,3.554369
"41901","1954",581,4.01843
"71919","2000",503,3.784194
"33548","1999",521,3.291348
"63045","1997",127,3.797649
"43004","2000",546,3.380557
"97900","1995",665,3.594031
"61704","2003",443,3.360761
"47479","1983",542,3.688717
"66804","1996",400,3.723231
"87977","1972",304,4.046882
"28990","2004",656,3.314336
"21131","2000",87,3.808471
"43214","2002",903,4.377581
"12231","1995",386,3.715807
"35641","1999",393,3.962955
"5951","2002",58,4.333822
"64825","1995",580,3.561313
"39380","2004",152,3.910232
"772","1992",86,3.769887
"52067","2002",697,3.824967
"67070","1996",328,3.525801
"82260","1992",326,3.239781
"63082","2002",223,2.994502
"98123","2001",318,3.294685
"98570","1999",943,3.48652
"9682","1998",372,3.569355
"13367","1990",813,3.940627
"21566","1983",391,4.100614
"77856","1981",133,3.817475
"42604","1984",43,3.653669
"83219","2003",69,3.963834
"84296","1936",12,3.924736
"50816","1986",43,4.140457
"58983","1983",561,3.520577
"97068","2001",602,3.086274
"71756","1999",118,4.030182
"20443","2002",113,3.351864
"70051","2005",615,3.292741
"79143","2002",66,3.52346
"20885","1998",574,3.306898
"93067","2001",351,3.451661
"95390","1978",564,3.757677
"32243","2003",167,3.075922
"82319","1942",770,4.090897
"2929","2003",162,3.74779
"55919","2000",379,2.973117
"16054","1997",442,3.297408
"15130","2002",148,4.460577
"36832","1997",948,3.366071
"85896","1991",370,3.738979
"64060","1999",943,3.48652
"67934","1983",563,3.770868
"70353","1999",68,3.381892
"91434","1999",521,3.291348
"51562","2002",31,3.220597
"80370","1995",49,3.569158
"23680","1978",258,3.897367
"44891","2001",629,3.250885
"57381","2004",554,3.384967
"53862","1979",301,3.659269
"92206","1998",278,3.900239
"40176","2004",350,3.658373
"77228","2002",255,3.453337
"48956","2002",697,3.824967
"36117","1963",132,3.814269
"991","2000",218,3.78264
"44599","1990",369,3.269134
"58403","2002",429,3.850366
"45","2003",416,2.795597
"54028","2004",113,2.601609
"74843","1952",46,3.265034
"72031","2002",284,3.175245
"46406","2000",740,3.48694
"80790","2002",597,2.393701
"205","1997",31,4.261784
"58655","2000",409,3.425384
"12953","1987",72,3.702723
"75458","1999",552,4.306806
"52574","1991",52,4.312076
"69442","1997",167,3.708928
"82303","1995",229,3.188111
"78007","2003",753,3.423639
"18059","2004",368,4.126217
"20457","1994",791,4.094501
"77737","2004",401,3.514684
"64445","2001",247,3.706658
"59846","1961",307,3.858525
"2048","2000",38,3.694121
"3746","1987",911,3.861162
"15511","1992",425,2.697674
"12377","2000",315,3.017635
"54228","2001",671,2.752719
"63878","1994",327,3.562751
"20816","2004",308,3.992179
"51356","1997",176,3.646548
"51361","1985",246,3.821087
"60962","2001",120,3.118623
"68798","2005",22,3.405241
"49114","2004",525,3.276135
"98675","2002",462,3.059724
"28069","1995",136,3.635118
"10080","2004",423,3.580918
"4553","2004",358,3.442219
"85659","1980",709,3.751808
"62727","1998",21,3.522611
"22535","1995",463,3.249197
"47336","2005",461,3.266101
"12170","2003",603,3.560767
"89861","1987",685,3.661482
"51625","2002",411,2.944463
"70289","2002",332,3.781585
"58201","2004",92,4.190134
"84471","1962",422,4.292388
"563","2002",113,3.351864
"61673","2004",444,3.284135
"8108","2005",250,3.558098
"19752","2003",409,3.495122
"99145","1985",44,4.013876
"7678","1998",731,3.758287
"52478","1965",326,4.051303
"47842","1999",316,3.779813
"56593","2001",159,3.290035
"60692","1997",491,3.75777
"58316","1993",111,4.066515
"40564","1997",95,3.751724
"48170","1995",96,4.352089
"52587","1987",25,3.338812
"53585","2003",130,3.417129
"69634","2002",101,4.12221
"82080","1994",338,3.132668
"30081","1973",52,3.677126
"42781","1988",246,3.566771
"18361","2002",452,4.09633
"60504","1992",160,4.003484
"66211","2003",963,3.452573
"83497","2000",172,3.891159
"72625","1958",725,4.052634
"4071","1997",811,4.164486
"84734","1989",432,3.906751
"85664","1999",409,2.703539
"35120","1997",81,3.474518
"79661","1992",284,3.546903
"41696","1998",177,3.867061
"95224","1994",516,4.010481
"40579","1989",484,4.333289
"94624","1992",496,3.275178
"6959","1998",417,3.696264
"63493","1994",151,4.299842
"43256","2001",107,3.480235
"97095","2004",133,3.54105
"66480","2005",841,4.306278
"12901","2003",779,3.434634
"61412","2005",461,3.266101
"49829","2003",277,4.210455
"57847","2000",279,3.789395
"64544","1982",945,3.918689
"7294","1994",524,3.967309
"63144","1965",80,3.719129
"616","1990",915,3.56878
"45397","1990",584,3.943568
"60442","1970",879,3.800695
"66558","1988",101,3.473286
"91586","1992",599,3.733984
"62171","2003",69,3.963834
"99465","2000",329,4.459748
"98544","2002",148,4.460577
"5576","1999",393,3.962955
"60155","1983",423,3.810137
"10730","1989",468,4.032698
"18845","2004",179,4.172529
"44987","1999",132,3.70117
"15424","1998",366,3.762952
"68582","1999",110,3.552198
"34584","2003",365,3.694041
"50245","2002",674,3.13767
"80146","1991",353,3.73651
"77095","2005",44,3.723653
"31931","1989",944,3.708011
"86336","2004",350,3.751418
"19791","1993",666,3.842654
"42218","2001",186,3.017632
"13097","1987",127,3.603521
"75740","2001",620,3.534279
"81618","2003",632,3.311109
"84364","1961",65,3.923975
"85654","1995",996,3.656205
"72139","1955",639,4.002513
"7307","2005",650,3.454051
"57715","1997",691,3.888849
"96945","1987",583,3.355612
"65302","1994",353,2.37026
"28767","2005",62,4.014265
"12946","1991",75,3.408917
"70949","1994",386,4.029877
"86650","2003",337,3.759005
"61225","1992",496,3.275178
"84387","2003",88,3.232413
"29086","1995",379,4.371916
"97367","1996",825,4.095648
"53136","2000",503,3.784194
"81896","2000",780,2.979428
"67728","2004",554,3.550247
"72353","1961",307,3.858525
"87086","2003",443,3.360761
"32622","1991",204,3.546892
"20284","2005",62,4.014265
"70588","2003",146,3.428838
"50022","2000",780,2.979428
"70604","1998",210,4.154206
"86784","2002",926,3.448287
"25885","2001",274,4.342315
"63284","2004",9,3.562265
"1308","2002",546,3.590833
"88568","1994",791,4.094501
"77302","1957",800,3.94839
"92042","2002",697,3.363678
"98252","1994",601,2.941691
"64057","2003",661,3.136057
"52984","1984",378,3.839199
"86497","2000",610,3.734414
"61868","2001",106,3.192213
"79926","1983",423,3.810137
"35465","1998",379,3.13798
"17498","1982",631,3.50351
"9283","1999",274,2.752603
"21134","1995",580,3.561313
"16018","2004",450,3.694849
"10062","1983",200,4.460864
"15326","2003",261,3.210328
"79052","2004",746,3.764314
"84910","2002",421,3.032258
"65642","2000",218,3.78264
"89900","1968",11,3.561165
"84581","1984",101,3.671385
"11426","1998",561,3.55142
"20977","1988",255,3.567892
"47207","1995",10,3.316422
"62021","1999",547,3.960258
"89506","2002",148,4.460577
"48328","2003",135,3.267555
"59151","1995",291,3.544544
"40334","1970",291,3.988965
"57400","1998",964,3.760764
"92118","1996",81,3.632955
"34488","2002",246,3.394893
"7205","1988",466,4.125148
"92324","2000",554,3.3613
"90833","1996",259,3.857214
"54778","1987",72,3.702723
"62543","2002",354,3.626271
"15959","1986",223,3.345506
"76438","2002",257,3.463843
"46457","1997",324,2.525544
"28728","1973",118,3.989826
"62790","1990",595,4.171551
"2426","1995",821,3.594362
"91570","1986",741,3.48125
"85010","1995",141,3.933377
"67489","2002",58,4.333822
"60857","2002",788,3.35914
"23832","1999",841,3.639514
"94555","1997",569,3.525545
"13529","1998",826,4.301103
"26030","2002",66,3.52346
"14718","2002",148,4.460577
"88543","2000",172,3.891159
"3966","1984",135,4.145889
"20399","1987",72,3.702723
"70451","1999",136,3.552572
"64114","1997",761,3.824836
"21455","1996",594,3.39755
"35839","2004",92,4.190134
"48931","1978",249,3.623097
"39547","2002",448,3.973433
"35312","1994",59,3.677814
"35245","2004",358,3.442219
"50034","2004",152,3.910232
"97471","1970",695,3.551402
"76675","1999",621,3.735727
"29702","2004",115,3.027131
"90975","1990",291,3.360292
"44506","1978",846,3.249441
"46411","2002",797,2.899578
"37969","2001",215,3.625289
"30623","2001",148,4.434549
"76407","1994",151,4.299842
"20027","1999",552,4.306806
"46693","2001",120,3.118623
"17258","2004",818,3.937246
"17753","2004",574,3.369578
"41434","2004",776,4.165076
"68778","1998",299,4.294902
"86071","1957",118,3.546798
"57700","1999",943,3.48652
"61231","1967",117,3.811726
"49837","2003",357,3.54584
"8949","1998",345,3.170492
"11074","2000",942,3.007188
"46927","2003",618,4.37501
"11282","1995",542,3.455464
"71167","2001",107,3.480235
"3457","2000",747,3.413417
"59928","1986",889,3.612896
"64442","2001",729,3.406112
"61195","2001",390,3.071217
"99739","2003",576,3.371868
"17463","1969",138,3.272727
"71052","2000",753,3.369105
"2058","1996",209,3.260393
"27832","1999",614,3.497252
"30102","1966",70,4.034571
"99974","1996",328,3.525801
"66286","1966",439,3.754985
"95243","2004",218,3.281468
"3073","1981",203,3.665507
"30712","1985",9,3.481525
"58284","2000",169,3.269608
"16172","1971",555,3.763822
"90139","1990",42,3.864556
"42374","2000",499,2.989924
"62509","1995",96,4.352089
"46013","1940",552,4.064217
"70080","2004",521,4.186571
"23214","2000",554,3.3613
"20747","1999",262,3.715236
"43875","1989",214,3.858014
"82969","1999",521,3.291348
"7995","1989",432,3.906751
"55762","2001",803,3.454383
"46340","1975",695,3.392882
"62968","2002",258,3.61773
"19674","2003",675,3.651856
"17647","1985",359,3.548677
"2193","1996",107,3.770553
"26798","1984",2,3.007466
"2984","1998",354,3.551529
"86127","1986",24,3.827354
"66158","2000",961,3.310263
"81646","1996",529,3.72429
"19864","2000",446,2.946708
"2328","2003",406,3.55219
"67921","2003",261,3.210328
"68915","1979",88,3.539544
"18181","1997",634,2.943741
"75986","2000",554,3.3613
"26937","1988",843,3.514919
"50421","1998",606,3.461237
"71070","2003",418,3.535834
"36521","1998",580,3.52642
"97267","1996",669,3.847745
"32939","2000",280,4.033972
"8171","2000",674,4.314677
"51721","2004",178,3.525817
"40727","1992",599,3.733984
"9005","2001",582,3.746439
"70200","1992",812,3.818322
"22100","2000",850,2.77154
"67648","2003",631,3.349158
"95426","1989",396,3.776885
"40200","2003",599,3.032299
"23093","2001",863,3.924927
"14896","1970",467,3.664076
"16625","2004",825,4.140204
"88299","2003",9,3.551792
"11944","1973",293,3.698467
"3663","2005",22,3.405241
"75648","2004",132,4.194235
"11120","1978",563,4.061363
"17553","1999",653,3.359268
"76471","1966",173,3.672652
"71352","2004",705,2.859825
"96345","2004",509,3.105687
"68576","2004",416,2.683857
"32104","1993",527,3.82545
"10688","2005",137,3.668504
"6099","1997",95,3.337349
"49132","2004",684,3.799676
"48516","1964",295,4.147655
"46707","1989",910,4.027797
"18081","1983",531,3.884006
"37660","1968",39,3.342482
"68177","2003",281,3.946369
"13456","2002",935,3.538392
"1877","2001",274,4.342315
"37838","1971",48,3.625652
"42500","1995",379,4.371916
"47317","1998",221,3.208015
"13037","1989",624,3.582982
"828","1999",603,3.680465
"26191","2002",200,3.549751
"75636","2004",967,3.875302
"15334","1996",619,3.518462
"8648","2002",526,3.145374
"94981","1990",813,3.940627
"65436","2004",239,3.036021
"85971","1994",610,3.161347
"99605","2003",686,3.837031
"3926","2001",757,3.64622
"40736","2003",308,4.415645
"54062","2002",415,3.751165
"20252","2002",537,3.793098
"26962","1992",419,3.573027
"87552","2004",428,3.716396
"2467","2003",632,3.311109
"6318","2003",740,3.428609
"31019","1974",604,4.004545
"76180","1973",859,3.537964
"92513","1994",619,4.195069
"89634","2003",519,4.427099
"72376","1998",580,3.52642
"87730","1999",133,3.397656
"25345","1960",216,3.64096
"48377","2001",519,4.425331
"79087","2003",527,2.952269
"52788","1975",267,4.173679
"33406","1990",166,2.757411
"35274","1979",267,3.916896
"22712","1996",994,3.426261
"11726","1998",452,3.526743
"54897","1956",46,3.866198
"52533","1998",795,3.770579
"73050","2002",75,3.150811
"2143","1989",432,3.906751
"70108","1993",95,3.726693
"87847","2004",8,3.195432
"5162","1987",554,3.799101
"48346","1987",685,3.661482
"30035","2002",429,3.850366
"34891","1986",59,3.49607
"73763","2003",58,3.44204
"73643","1972",29,3.668398
"34213","2002",255,3.453337
"10359","1948",254,4.007375
"40198","1995",379,4.371916
"76291","1927",449,3.868037
"95964","1989",944,3.708011
"372","2001",687,3.347181
"94146","1996",308,4.025123
"25825","2001",592,2.859172
"64289","1968",835,3.954648
"14190","2005",601,4.025496
"37717","1979",414,3.98285
"99749","1987",133,4.299895
"5479","1992",879,3.859525
"84680","2003",82,3.137478
"38684","2001",519,4.329497
"22575","1985",664,3.672007
"96477","1998",628,3.475762
"958","1986",977,3.853428
"85657","1994",327,3.562751
"88719","2001",400,3.400897
"22419","1997",842,3.050598
"14822","1998",659,3.935818
"88949","2004",410,4.050134
"98350","2003",128,2.796102
"68162","2001",863,3.924927
"83542","2005",523,2.475891
"38812","1995",136,3.635118
"65006","1995",535,3.771849
"41104","1999",793,3.386253
"33972","1994",187,3.954277
"30322","1994",134,3.8615
"50608","1992",717,4.018701
"51565","1995",131,3.075753
"18868","1985",110,3.407144
"37353","1999",280,2.828472
"39093","2003",402,3.326163
"61237","2003",921,3.104209
"52534","2002",126,2.496183
"76806","1973",590,3.612426
"7980","1997",328,3.747895
"80804","1983",622,3.818948
"70122","1995",178,3.429043
"73251","2003",290,3.141581
"85394","2002",176,3.289308
"57633","2003",480,4.154146
"42108","2000",279,3.789395
"8628","1993",250,3.64749
"6354","2003",130,3.417129
"60250","1990",291,3.360292
"6031","2000",747,3.413417
"79291","1999",88,4.230879
"65215","2004",967,3.875302
"27443","2001",13,4.716401
"14894","1961",5,3.419526
"4468","2001",586,3.398229
"9937","2002",201,2.920489
"88110","2002",624,3.399151
"98154","2002",148,4.460577
"22952","2002",344,3.800375
"95766","2001",97,3.595733
"34850","1995",883,3.51639
"51347","1998",393,4.191832
"89727","2003",318,3.755254
"88202","2004",448,3.994086
"81381","1999",614,3.497252
"73765","1976",897,3.585561
"73011","2003",829,3.447441
"22066","2004",895,2.988401
"47390","2001",265,2.996884
"91908","1998",323,3.387465
"78164","1995",129,3.35029
"5986","2000",87,2.694158
"49867","1986",446,3.96112
"23337","2003",698,3.128302
"92178","2004",80,3.342418
"14953","1989",752,3.813931
"86620","1995",158,3.263491
"13330","2001",511,3.492418
"70139","1991",561,3.70248
"63063","1987",554,3.799101
"57041","1983",466,3.934691
"9974","2000",428,3.402732
"12522","1984",639,3.283427
"53301","2003",603,3.560767
"31857","1920",95,4.074779
"97700","2001",245,3.81405
"84004","2000",747,3.413417
"49099","2001",54,3.305632
"868","2000",503,3.784194
"80052","2004",178,3.525817
"30360","2002",258,3.61773
"69364","1995",379,4.371916
"95834","1996",138,3.728132
"96758","1983",386,3.594253
"62766","2003",480,4.154146
"83360","2003",631,3.349158
"19715","1993",88,4.08285
"76213","1995",689,2.5
"70897","1991",204,3.546892
"53026","2004",379,4.309204
"5859","1990",397,4.284265
"76705","2005",537,3.455546
"3311","1990",221,4.085294
"93829","1997",7,3.18139
"75909","1973",616,3.818771
"18438","2002",279,3.301417
"85952","2005",62,4.014265
"42859","1983",248,3.5029
"42347","2001",446,2.706616
"78353","1972",133,4.504222
"7648","2003",47,3.080214
"20166","2005",44,3.723653
"10667","2002",385,2.500325
"54344","2002",982,3.367374
"16647","1974",133,4.404166
"83508","1998",297,3.522763
"86112","1967",851,3.992705
"35586","1997",841,3.218072
"86287","1991",353,3.73651
"91623","1999",68,3.381892
"50487","1998",795,3.770579
"96604","1995",640,3.603228
"60723","1979",224,3.672235
"74548","1994",408,3.543596
"24408","1995",317,3.731039
"67759","1987",52,4.035021
"68974","1997",123,3.557391
"7111","2002",27,3.823426
"63088","1982",494,3.268843
"89325","2003",413,3.747538
"21052","1998",177,3.867061
"70549","1999",553,3.485835
"83301","2005",72,3.579609
"8046","1999",52,4.325446
"61826","1998",297,3.522763
"57149","1998",299,4.294902
"70905","1973",784,3.592517
"86115","1995",640,3.603228
"66775","1979",201,3.429459
"8344","1999",152,3.786779
"83667","1991",135,4.404675
"19774","2004",526,3.234021
"53978","1995",621,3.666299
"14680","1995",241,3.200321
"50229","1998",366,3.762952
"57461","2000",38,3.694121
"68371","2002",645,3.234633
"68477","2004",673,2.665152
"38362","2001",406,3.219777
"40354","2002",306,3.174824
"29031","2004",10,4.038462
"39466","2003",52,3.970668
"51007","2005",659,3.473296
"44575","2002",526,3.145374
"23799","1997",948,3.366071
"33059","1993",418,3.810119
"67183","2003",576,3.371868
"84064","1956",675,3.868964
"15312","1994",25,3.219437
"68615","1940",531,3.659989
"90777","1984",43,3.653669
"96166","1999",290,3.378378
"15156","2002",171,3.299032
"62595","2003",135,3.267555
"80577","1996",598,3.529831
"80707","1999",552,4.306806
"43289","2002",332,3.781585
"24301","1991",276,3.633206
"87943","1971",304,3.859445
"649","1999",521,3.291348
"16306","1999",774,3.054945
"2351","1999",403,3.175685
"25958","2002",982,3.367374
"42831","1998",580,3.52642
"71334","2004",492,3.548696
"67938","1981",274,3.324156
"48847","1989",748,3.199882
"5924","2004",832,4.144885
"26833","1987",175,3.401123
"3728","1999",1000,3.470992
"7509","2003",753,3.423639
"42870","1978",465,3.796158
"12165","1999",688,3.910961
"9466","2005",250,3.558098
"32910","1997",491,3.75777
"32831","2004",772,2.588745
"88898","2003",851,3.51149
"11708","1952",347,3.905969
"1093","1996",258,3.810793
"38828","1983",351,3.577101
"37357","1984",135,4.145889
"99644","2002",825,3.806114
"59326","2003",328,3.861951
"23562","2002",448,3.973433
"22515","1998",474,2.176101
"93332","1997",801,3.785844
"1225","1986",170,3.808074
"75629","1986",255,3.397693
"70640","2000",827,3.692869
"86944","1999",152,3.786779
"49459","1999",267,3.690749
"13836","1987",263,3.479933
"74474","1987",840,3.514051
"64169","1978",465,3.796158
"15599","2000",228,3.217335
"13019","1994",314,4.043315
"77","1987",704,4.110475
"52522","1988",156,3.6953
"71416","1998",123,3.55914
"98289","2001",511,3.492418
